date,dir,entry,exit,result,r,pnl,equity,month
2026-01-29 12:40:00+00:00,BUY,119.8829,118.9292,SL,-1.0,-121.9,12068.51,2026-01
2026-01-29 16:30:00+00:00,SELL,115.9005,113.2511,EXIT_SMA,0.768,92.63,12161.14,2026-01
2026-01-30 04:10:00+00:00,SELL,114.0253,110.976,EXIT_SMA,0.972,118.19,12279.33,2026-01
2026-01-30 10:35:00+00:00,SELL,106.6091,100.2906,EXIT_SMA,2.141,262.87,12542.2,2026-01
2026-01-30 14:30:00+00:00,SELL,99.0046,100.659,EXIT_SMA,-0.468,-58.73,12483.47,2026-01
2026-01-30 18:15:00+00:00,SELL,93.1974,77.4839,TP,10.0,1248.35,13731.82,2026-01
2026-01-30 18:50:00+00:00,SELL,76.701,83.49,SL,-1.0,-137.32,13594.5,2026-01
2026-02-01 23:35:00+00:00,SELL,79.423,82.3848,SL,-1.0,-135.94,13458.55,2026-02
2026-02-02 04:15:00+00:00,SELL,75.2124,78.9301,SL,-1.0,-134.59,13323.97,2026-02
2026-02-02 05:55:00+00:00,SELL,74.5909,76.6409,SL,-1.0,-133.24,13190.73,2026-02
2026-02-02 07:00:00+00:00,SELL,73.5707,75.1166,EXIT_SMA,-0.43,-56.71,13134.02,2026-02
2026-02-02 16:10:00+00:00,SELL,78.7744,78.5792,EXIT_SMA,0.082,10.75,13144.77,2026-02
2026-02-03 00:55:00+00:00,BUY,83.9396,82.4024,SL,-1.0,-131.45,13013.32,2026-02
2026-02-03 13:50:00+00:00,BUY,88.6686,87.8629,SL,-1.0,-130.13,12883.19,2026-02
2026-02-03 19:10:00+00:00,SELL,85.8102,84.2399,EXIT_SMA,1.153,148.48,13031.67,2026-02
2026-02-04 00:00:00+00:00,SELL,83.9436,84.987,EXIT_SMA,-0.718,-93.53,12938.14,2026-02
2026-02-04 08:30:00+00:00,BUY,89.353,89.842,EXIT_SMA,0.29,37.48,12975.62,2026-02
2026-02-04 18:25:00+00:00,SELL,87.0316,86.1364,EXIT_SMA,0.323,41.98,13017.59,2026-02
2026-02-05 00:10:00+00:00,BUY,89.9461,89.1434,SL,-1.0,-130.18,12887.42,2026-02
2026-02-05 04:10:00+00:00,SELL,86.6958,76.9138,EXIT_SMA,6.82,878.93,13766.35,2026-02
2026-02-05 13:20:00+00:00,SELL,76.8428,77.3276,EXIT_SMA,-0.342,-47.08,13719.27,2026-02
2026-02-06 00:25:00+00:00,SELL,72.0965,68.068,EXIT_SMA,3.582,491.45,14210.72,2026-02
2026-02-06 06:25:00+00:00,BUY,74.8326,73.5656,SL,-1.0,-142.11,14068.62,2026-02
2026-02-06 14:20:00+00:00,BUY,76.0046,74.8644,EXIT_SMA,-0.771,-108.45,13960.16,2026-02
2026-02-09 00:10:00+00:00,BUY,79.4298,79.1513,EXIT_SMA,-0.171,-23.82,13936.35,2026-02
2026-02-09 01:55:00+00:00,BUY,81.5783,80.2704,EXIT_SMA,-0.595,-82.98,13853.36,2026-02
2026-02-09 11:40:00+00:00,SELL,79.7987,80.027,EXIT_SMA,-0.165,-22.81,13830.55,2026-02
2026-02-10 00:20:00+00:00,SELL,81.5304,82.4585,EXIT_SMA,-0.407,-56.33,13774.22,2026-02
2026-02-10 05:35:00+00:00,SELL,80.91,81.4278,SL,-1.0,-137.74,13636.48,2026-02
2026-02-10 17:15:00+00:00,SELL,80.5935,81.0348,EXIT_SMA,-0.323,-44.09,13592.39,2026-02
2026-02-11 00:10:00+00:00,BUY,81.4721,81.1033,SL,-1.0,-135.92,13456.46,2026-02
2026-02-11 00:55:00+00:00,BUY,81.7424,81.4391,EXIT_SMA,-0.624,-83.94,13372.52,2026-02
2026-02-11 04:40:00+00:00,BUY,82.3106,82.431,EXIT_SMA,0.305,40.72,13413.24,2026-02
2026-02-11 08:20:00+00:00,BUY,83.1587,83.5618,EXIT_SMA,0.412,55.25,13468.49,2026-02
2026-02-11 12:05:00+00:00,BUY,84.4665,85.671,EXIT_SMA,1.82,245.11,13713.6,2026-02
2026-02-11 14:05:00+00:00,SELL,84.2353,85.2338,EXIT_SMA,-0.745,-102.12,13611.48,2026-02
2026-02-12 01:25:00+00:00,SELL,84.052,82.6614,EXIT_SMA,2.144,291.84,13903.32,2026-02
2026-02-12 07:20:00+00:00,SELL,82.9403,83.3914,SL,-1.0,-139.03,13764.29,2026-02
2026-02-12 13:35:00+00:00,SELL,82.6315,82.9425,EXIT_SMA,-0.55,-75.67,13688.62,2026-02
2026-02-12 18:35:00+00:00,SELL,78.733,76.5055,EXIT_SMA,0.575,78.77,13767.39,2026-02
2026-02-12 23:15:00+00:00,SELL,74.2866,75.2884,EXIT_SMA,-0.865,-119.03,13648.36,2026-02
2026-02-13 12:15:00+00:00,SELL,77.0032,77.5593,EXIT_SMA,-0.477,-65.08,13583.28,2026-02
2026-02-13 14:35:00+00:00,BUY,79.1598,77.0194,SL,-1.0,-135.83,13447.45,2026-02
2026-02-13 15:30:00+00:00,SELL,76.8459,78.2085,EXIT_SMA,-0.708,-95.15,13352.3,2026-02
2026-02-16 00:35:00+00:00,SELL,75.3874,76.5209,EXIT_SMA,-0.513,-68.46,13283.84,2026-02
2026-02-16 04:50:00+00:00,SELL,75.986,75.4207,EXIT_SMA,1.247,165.7,13449.54,2026-02
