Trade_Num,Entry_Time,Entry_Price,Direction,Stop_Loss,Take_Profit,Intended_RR,Position_Size,Exit_Time,Exit_Price,Exit_Reason,PnL,Actual_RR,Balance_After,Return_Pct,Peak,Drawdown
11,2026-01-28 00:50:00+00:00,113.8619,BUY,112.30944749999999,118.51925750000005,-1.0,4,2026-01-28 09:20:00+00:00,112.30944749999999,STOP_LOSS,-6.483078560000061,-1.0,357.44974808000023,-0.7084033111110462,386.60335359000027,-7.540960325170369
12,2026-01-30 05:55:00+00:00,110.01185,SELL,111.33958500000001,106.02864499999994,3.0,5,2026-01-30 07:35:00+00:00,106.02864499999994,TAKE_PROFIT,19.585989450000273,3.0,377.0357375300005,4.732149313889033,386.60335359000027,-2.4747886874634766
13,2026-02-02 02:55:00+00:00,80.6829,SELL,82.89422,74.04894,3.0,3,2026-02-02 05:45:00+00:00,74.04894,TAKE_PROFIT,19.756650780000005,3.0,396.79238831000055,10.22010786388904,396.79238831000055,0.0
14,2026-02-02 18:10:00+00:00,76.8835,SELL,78.68459500000002,71.48021499999994,-1.0,4,2026-02-02 18:35:00+00:00,78.68459500000002,STOP_LOSS,-7.388900400000072,-1.0,389.4034879100005,8.167635530555689,396.79238831000055,-1.8621577978021515
15,2026-02-03 23:05:00+00:00,83.94355,SELL,85.130275,80.38337500000002,-1.0,6,2026-02-04 00:15:00+00:00,85.130275,STOP_LOSS,-7.422546779999974,-1.0,381.98094113000053,6.105816980555703,396.79238831000055,-3.7327951887091975
16,2026-02-04 23:10:00+00:00,88.88295,BUY,87.85111249999999,91.97846250000002,-1.0,7,2026-02-05 01:15:00+00:00,87.85111249999999,STOP_LOSS,-7.596170890000062,-1.0,374.3847702400005,3.995769511111244,396.79238831000055,-5.647189495100332
17,2026-02-05 12:10:00+00:00,77.441,SELL,78.58139000000001,74.01982999999997,3.0,6,2026-02-05 14:20:00+00:00,74.01982999999997,TAKE_PROFIT,20.24823240000019,3.0,394.63300264000065,9.620278511111293,396.79238831000055,-0.5442104570596845
18,2026-02-05 18:10:00+00:00,75.727,SELL,76.66222,72.92134,-1.0,8,2026-02-05 18:20:00+00:00,76.66222,STOP_LOSS,-7.845249600000009,-1.0,386.78775304000067,7.441042511111297,396.79238831000055,-2.5213778199252137
19,2026-02-06 20:30:00+00:00,76.7771,SELL,77.318875,75.151775,-1.0,14,2026-02-06 20:50:00+00:00,77.318875,STOP_LOSS,-8.229777640000018,-1.0,378.55797540000066,5.154993166666849,396.79238831000055,-4.595454309913313
20,2026-02-09 04:30:00+00:00,81.5683,BUY,81.15985849999998,82.79362450000002,-1.0,18,2026-02-09 06:35:00+00:00,81.15985849999998,STOP_LOSS,-8.232884640000165,-1.0,370.3250907600005,2.8680807666667993,396.79238831000055,-6.670313829034962
21,2026-02-09 13:25:00+00:00,79.7085,SELL,80.3353725,77.82788249999999,-1.0,11,2026-02-09 14:25:00+00:00,80.3353725,STOP_LOSS,-7.421673600000051,-1.0,362.9034171600004,0.8065047666667782,396.79238831000055,-8.540731160277156
22,2026-02-09 23:05:00+00:00,82.83065,SELL,83.53063250000001,80.73070249999999,3.0,10,2026-02-10 05:25:00+00:00,80.73070249999999,TAKE_PROFIT,20.50249110000013,3.0,383.40590826000056,6.501641183333488,396.79238831000055,-3.37367359969153
