di,atr_ratio,di_slope,adx_min,persist,avoid,rr,weekend,trades,win_rate,roi,sharpe,max_dd,expectancy_R,worst_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
25.0,1.0,True,0.0,2,pre_london,4.0,hold,106,25.5,29.51,1.64,-19.84,0.268,-1.63,0.529,-0.146,False,6,7
25.0,1.0,True,0.0,2,pre_london,4.0,flat,259,29.3,82.2,1.62,-15.09,0.252,-1.0,0.444,0.05,True,10,11
25.0,1.0,True,0.0,2,pre_london,5.0,hold,79,22.8,30.36,2.19,-11.62,0.367,-1.0,,,False,3,4
25.0,1.0,True,0.0,2,pre_london,5.0,flat,232,27.2,93.75,1.9,-9.6,0.311,-1.0,0.458,0.158,True,10,11
25.0,1.0,True,0.0,2,pre_london,6.0,hold,62,24.2,48.48,3.3,-8.65,0.683,-1.63,,,False,4,4
25.0,1.0,True,0.0,2,pre_london,6.0,flat,219,26.0,81.58,1.65,-11.08,0.302,-1.0,0.432,0.15,True,10,11
25.0,1.0,True,15.0,1,none,2.0,hold,340,38.8,61.74,1.62,-10.49,0.152,-4.22,0.082,0.24,True,8,11
25.0,1.0,True,15.0,1,none,2.0,flat,374,41.4,84.38,1.87,-10.49,0.174,-1.0,0.151,0.202,True,11,11
25.0,1.0,True,15.0,1,none,2.5,hold,271,35.8,89.66,2.32,-12.07,0.25,-1.63,0.149,0.407,True,8,11
25.0,1.0,True,15.0,1,none,2.5,flat,318,37.1,79.57,1.75,-10.59,0.197,-1.0,0.21,0.179,True,8,11
25.0,1.0,True,15.0,1,none,3.0,hold,250,32.0,91.51,2.16,-9.62,0.277,-1.63,0.256,0.308,True,10,11
25.0,1.0,True,15.0,1,none,3.0,flat,290,35.9,104.5,2.18,-9.62,0.262,-1.0,0.239,0.291,True,10,11
25.0,1.0,True,15.0,1,none,3.5,hold,145,33.8,104.31,3.68,-8.31,0.516,-1.63,0.476,0.579,True,10,10
25.0,1.0,True,15.0,1,none,3.5,flat,263,33.5,100.32,2.08,-10.59,0.282,-1.0,0.366,0.168,True,10,11
25.0,1.0,True,15.0,1,none,4.0,hold,105,28.6,52.57,2.75,-9.77,0.428,-1.04,0.567,0.183,True,6,7
25.0,1.0,True,15.0,1,none,4.0,flat,247,31.6,91.95,1.94,-12.94,0.285,-1.0,0.368,0.168,True,9,11
25.0,1.0,True,15.0,1,none,5.0,hold,70,22.9,26.86,2.13,-8.78,0.371,-1.0,,,False,3,4
25.0,1.0,True,15.0,1,none,5.0,flat,236,27.1,67.96,1.42,-14.05,0.244,-1.0,0.407,0.057,True,6,11
25.0,1.0,True,15.0,1,none,6.0,hold,68,19.1,22.72,1.75,-10.47,0.338,-1.0,,,False,4,4
25.0,1.0,True,15.0,1,none,6.0,flat,212,27.4,80.81,1.65,-12.79,0.309,-1.0,0.481,0.097,True,6,11
25.0,1.0,True,15.0,1,live_5m,2.0,hold,332,38.3,50.98,1.4,-11.36,0.135,-4.22,0.113,0.161,True,9,11
25.0,1.0,True,15.0,1,live_5m,2.0,flat,366,38.5,33.89,0.9,-17.75,0.089,-1.0,0.115,0.06,True,9,11
25.0,1.0,True,15.0,1,live_5m,2.5,hold,287,35.9,98.92,2.25,-13.28,0.254,-1.63,0.205,0.324,True,9,11
25.0,1.0,True,15.0,1,live_5m,2.5,flat,331,36.0,59.13,1.32,-17.38,0.153,-1.0,0.196,0.106,True,9,11
25.0,1.0,True,15.0,1,live_5m,3.0,hold,263,30.8,74.85,1.75,-14.96,0.23,-1.63,0.217,0.248,True,8,11
25.0,1.0,True,15.0,1,live_5m,3.0,flat,304,33.2,75.39,1.59,-13.08,0.2,-1.0,0.224,0.173,True,9,11
25.0,1.0,True,15.0,1,live_5m,3.5,hold,185,29.2,70.7,2.02,-13.26,0.31,-1.63,0.403,0.157,True,8,10
25.0,1.0,True,15.0,1,live_5m,3.5,flat,285,29.8,49.06,1.11,-16.1,0.157,-1.0,0.275,0.01,False,7,11
25.0,1.0,True,15.0,1,live_5m,4.0,hold,200,24.0,41.65,1.22,-15.71,0.197,-1.63,0.264,0.048,False,5,10
25.0,1.0,True,15.0,1,live_5m,4.0,flat,262,29.8,67.51,1.47,-15.24,0.217,-1.0,0.296,0.107,True,6,11
25.0,1.0,True,15.0,1,live_5m,5.0,hold,151,19.9,28.05,1.01,-19.53,0.192,-1.04,0.44,-0.295,False,6,9
25.0,1.0,True,15.0,1,live_5m,5.0,flat,245,26.9,67.63,1.39,-19.17,0.235,-1.0,0.411,0.043,False,6,11
25.0,1.0,True,15.0,1,live_5m,6.0,hold,167,17.4,30.84,0.86,-22.72,0.196,-4.22,0.595,-0.163,False,6,10
25.0,1.0,True,15.0,1,live_5m,6.0,flat,228,24.6,43.9,0.96,-23.23,0.187,-1.0,0.392,-0.061,False,7,11
25.0,1.0,True,15.0,1,post_ny,2.0,hold,340,37.6,43.53,1.26,-20.98,0.117,-4.22,-0.003,0.258,False,8,11
25.0,1.0,True,15.0,1,post_ny,2.0,flat,365,40.8,64.48,1.66,-16.29,0.146,-1.0,0.042,0.275,False,9,11
25.0,1.0,True,15.0,1,post_ny,2.5,hold,269,33.8,57.1,1.68,-20.41,0.182,-1.63,0.066,0.344,True,7,11
25.0,1.0,True,15.0,1,post_ny,2.5,flat,324,36.1,58.47,1.42,-17.3,0.154,-1.0,0.085,0.239,True,8,11
25.0,1.0,True,15.0,1,post_ny,3.0,hold,253,31.2,78.61,1.98,-20.03,0.247,-1.63,0.146,0.383,True,9,11
25.0,1.0,True,15.0,1,post_ny,3.0,flat,292,34.9,89.97,2.04,-16.61,0.235,-1.0,0.131,0.363,True,9,11
25.0,1.0,True,15.0,1,post_ny,3.5,hold,150,28.7,48.81,2.12,-10.6,0.286,-1.63,0.203,0.421,True,8,10
25.0,1.0,True,15.0,1,post_ny,3.5,flat,281,31.7,67.06,1.49,-14.25,0.2,-1.0,0.244,0.145,True,8,11
25.0,1.0,True,15.0,1,post_ny,4.0,hold,107,25.2,28.17,1.66,-11.03,0.255,-1.63,0.295,0.183,True,6,7
25.0,1.0,True,15.0,1,post_ny,4.0,flat,269,30.1,70.0,1.49,-13.42,0.217,-1.0,0.285,0.133,True,9,11
25.0,1.0,True,15.0,1,post_ny,5.0,hold,68,20.6,14.34,1.27,-9.23,0.226,-1.63,,,False,3,4
25.0,1.0,True,15.0,1,post_ny,5.0,flat,249,26.5,46.55,1.05,-17.62,0.177,-1.0,0.237,0.105,True,6,11
25.0,1.0,True,15.0,1,post_ny,6.0,hold,61,23.0,40.97,3.17,-10.47,0.607,-1.0,,,False,4,4
25.0,1.0,True,15.0,1,post_ny,6.0,flat,217,26.3,69.18,1.5,-15.63,0.271,-1.0,0.291,0.246,True,8,11
25.0,1.0,True,15.0,1,pre_london,2.0,hold,328,37.8,41.44,1.16,-12.27,0.117,-4.22,0.08,0.161,True,8,11
25.0,1.0,True,15.0,1,pre_london,2.0,flat,363,41.3,83.31,1.88,-11.33,0.177,-1.0,0.152,0.207,True,9,11
25.0,1.0,True,15.0,1,pre_london,2.5,hold,277,32.9,44.96,1.3,-14.14,0.148,-1.63,0.11,0.195,True,6,11
25.0,1.0,True,15.0,1,pre_london,2.5,flat,309,36.9,72.31,1.7,-13.71,0.189,-1.0,0.201,0.174,True,8,11
25.0,1.0,True,15.0,1,pre_london,3.0,hold,261,29.1,46.24,1.21,-14.4,0.162,-1.63,0.226,0.084,True,8,11
25.0,1.0,True,15.0,1,pre_london,3.0,flat,294,33.3,61.73,1.45,-11.14,0.178,-1.0,0.219,0.131,True,8,11
25.0,1.0,True,15.0,1,pre_london,3.5,hold,166,27.1,38.39,1.43,-21.43,0.216,-1.63,0.443,-0.054,False,9,10
25.0,1.0,True,15.0,1,pre_london,3.5,flat,269,32.0,78.0,1.63,-12.19,0.232,-1.0,0.385,0.039,False,9,11
25.0,1.0,True,15.0,1,pre_london,4.0,hold,122,25.4,34.3,1.67,-21.43,0.265,-1.63,0.491,-0.038,False,5,7
25.0,1.0,True,15.0,1,pre_london,4.0,flat,254,30.3,85.23,1.73,-13.71,0.263,-1.0,0.401,0.097,True,10,11
25.0,1.0,True,15.0,1,pre_london,5.0,hold,72,25.0,39.86,2.85,-8.78,0.5,-1.0,,,False,4,4
25.0,1.0,True,15.0,1,pre_london,5.0,flat,235,27.7,91.7,1.8,-12.88,0.303,-1.0,0.408,0.177,True,8,11
25.0,1.0,True,15.0,1,pre_london,6.0,hold,71,22.5,45.23,2.9,-9.56,0.569,-1.63,,,False,4,4
25.0,1.0,True,15.0,1,pre_london,6.0,flat,216,27.3,96.24,1.84,-11.09,0.343,-1.0,0.45,0.203,True,8,11
25.0,1.0,True,15.0,2,none,2.0,hold,310,37.1,31.63,0.93,-9.61,0.099,-4.22,0.13,0.061,True,7,11
25.0,1.0,True,15.0,2,none,2.0,flat,355,39.4,50.11,1.25,-11.02,0.124,-1.0,0.15,0.09,True,8,11
25.0,1.0,True,15.0,2,none,2.5,hold,250,34.4,59.83,1.88,-12.07,0.201,-1.63,0.139,0.291,True,10,11
25.0,1.0,True,15.0,2,none,2.5,flat,306,35.6,60.72,1.56,-9.68,0.168,-1.0,0.169,0.166,True,8,11
25.0,1.0,True,15.0,2,none,3.0,hold,210,31.4,64.42,1.96,-10.56,0.254,-1.63,0.258,0.247,True,9,11
25.0,1.0,True,15.0,2,none,3.0,flat,280,34.3,77.24,1.84,-10.62,0.22,-1.0,0.26,0.171,True,11,11
25.0,1.0,True,15.0,2,none,3.5,hold,145,29.0,49.68,2.16,-10.08,0.299,-1.63,0.3,0.298,True,9,10
25.0,1.0,True,15.0,2,none,3.5,flat,251,33.1,91.73,2.07,-8.78,0.278,-1.0,0.397,0.117,True,10,11
25.0,1.0,True,15.0,2,none,4.0,hold,91,28.6,44.21,2.69,-10.68,0.428,-1.04,0.638,0.059,True,6,7
25.0,1.0,True,15.0,2,none,4.0,flat,233,31.3,80.54,1.89,-11.18,0.274,-1.0,0.395,0.111,True,9,11
25.0,1.0,True,15.0,2,none,5.0,hold,65,23.1,25.78,2.24,-7.86,0.385,-1.0,,,False,3,4
25.0,1.0,True,15.0,2,none,5.0,flat,214,27.1,69.27,1.6,-12.32,0.27,-1.0,0.486,0.047,False,7,11
25.0,1.0,True,15.0,2,none,6.0,hold,61,21.3,31.66,2.55,-8.65,0.492,-1.0,,,False,3,4
25.0,1.0,True,15.0,2,none,6.0,flat,204,26.0,52.38,1.35,-12.13,0.234,-1.0,0.321,0.128,True,7,11
25.0,1.0,True,15.0,2,live_5m,2.0,hold,323,35.6,15.51,0.49,-18.6,0.055,-4.22,0.098,0.003,False,8,11
25.0,1.0,True,15.0,2,live_5m,2.0,flat,350,38.3,25.08,0.71,-19.67,0.074,-1.0,0.127,0.012,False,7,11
25.0,1.0,True,15.0,2,live_5m,2.5,hold,266,35.0,73.56,1.93,-12.0,0.221,-1.63,0.208,0.241,True,9,11
25.0,1.0,True,15.0,2,live_5m,2.5,flat,307,35.8,50.03,1.26,-19.69,0.145,-1.0,0.201,0.079,True,9,11
25.0,1.0,True,15.0,2,live_5m,3.0,hold,231,31.6,75.68,1.96,-13.43,0.261,-1.63,0.301,0.195,True,8,11
25.0,1.0,True,15.0,2,live_5m,3.0,flat,286,34.3,86.05,1.86,-13.2,0.233,-1.0,0.299,0.158,True,10,11
25.0,1.0,True,15.0,2,live_5m,3.5,hold,176,29.5,70.96,2.16,-11.36,0.326,-1.63,0.428,0.143,True,7,10
25.0,1.0,True,15.0,2,live_5m,3.5,flat,256,31.2,59.38,1.48,-15.5,0.199,-1.0,0.327,0.05,True,9,11
25.0,1.0,True,15.0,2,live_5m,4.0,hold,200,24.5,48.81,1.33,-15.87,0.222,-1.63,0.395,-0.067,False,5,10
25.0,1.0,True,15.0,2,live_5m,4.0,flat,249,29.7,65.59,1.49,-15.04,0.223,-1.0,0.375,0.042,False,8,11
25.0,1.0,True,15.0,2,live_5m,5.0,hold,154,22.1,57.21,1.75,-11.36,0.324,-1.04,0.543,-0.144,False,5,9
25.0,1.0,True,15.0,2,live_5m,5.0,flat,230,27.0,73.35,1.55,-17.06,0.264,-1.0,0.458,0.06,True,8,11
25.0,1.0,True,15.0,2,live_5m,6.0,hold,124,16.9,20.69,0.84,-24.41,0.185,-1.04,0.487,-0.364,False,5,8
25.0,1.0,True,15.0,2,live_5m,6.0,flat,217,24.0,27.92,0.72,-21.76,0.139,-1.0,0.283,-0.025,False,6,11
25.0,1.0,True,15.0,2,post_ny,2.0,hold,322,36.0,20.21,0.6,-16.59,0.068,-4.22,0.076,0.058,True,7,11
25.0,1.0,True,15.0,2,post_ny,2.0,flat,360,38.6,38.23,1.0,-16.63,0.1,-1.0,0.081,0.123,True,8,11
25.0,1.0,True,15.0,2,post_ny,2.5,hold,258,32.6,37.58,1.3,-22.0,0.137,-1.63,0.019,0.312,False,8,11
25.0,1.0,True,15.0,2,post_ny,2.5,flat,306,35.0,45.82,1.31,-18.28,0.136,-1.0,0.063,0.235,True,8,11
25.0,1.0,True,15.0,2,post_ny,3.0,hold,219,29.7,44.37,1.44,-22.25,0.184,-1.63,0.11,0.316,True,7,11
25.0,1.0,True,15.0,2,post_ny,3.0,flat,289,32.2,44.02,1.22,-17.37,0.141,-1.0,0.083,0.214,True,7,11
25.0,1.0,True,15.0,2,post_ny,3.5,hold,156,25.6,22.61,1.09,-15.3,0.15,-1.63,0.039,0.342,False,6,10
25.0,1.0,True,15.0,2,post_ny,3.5,flat,265,30.2,35.71,0.98,-15.23,0.132,-1.0,0.198,0.046,False,6,11
25.0,1.0,True,15.0,2,post_ny,4.0,hold,89,27.0,33.33,2.21,-10.68,0.348,-1.04,0.518,0.059,True,6,7
25.0,1.0,True,15.0,2,post_ny,4.0,flat,246,28.5,26.73,0.77,-13.13,0.115,-1.0,0.188,0.015,False,7,11
25.0,1.0,True,15.0,2,post_ny,5.0,hold,65,20.0,11.81,1.15,-8.65,0.2,-1.0,,,False,3,4
25.0,1.0,True,15.0,2,post_ny,5.0,flat,218,26.1,41.53,1.13,-14.68,0.182,-1.0,0.245,0.106,True,5,11
25.0,1.0,True,15.0,2,post_ny,6.0,hold,59,20.3,25.47,2.22,-8.65,0.424,-1.0,,,False,3,4
25.0,1.0,True,15.0,2,post_ny,6.0,flat,213,24.9,48.29,1.23,-17.06,0.213,-1.0,0.214,0.211,True,8,11
25.0,1.0,True,15.0,2,pre_london,2.0,hold,299,37.5,34.42,1.03,-11.57,0.11,-4.22,0.14,0.075,True,7,11
25.0,1.0,True,15.0,2,pre_london,2.0,flat,335,40.3,63.96,1.63,-9.8,0.158,-1.0,0.17,0.142,True,10,11
25.0,1.0,True,15.0,2,pre_london,2.5,hold,257,33.9,54.24,1.64,-10.21,0.182,-1.63,0.171,0.196,True,7,11
25.0,1.0,True,15.0,2,pre_london,2.5,flat,295,36.3,69.76,1.81,-10.0,0.192,-1.0,0.198,0.185,True,8,11
25.0,1.0,True,15.0,2,pre_london,3.0,hold,237,29.5,46.31,1.34,-11.78,0.177,-1.63,0.226,0.118,True,6,11
25.0,1.0,True,15.0,2,pre_london,3.0,flat,278,33.1,68.48,1.67,-9.06,0.203,-1.0,0.273,0.121,True,9,11
25.0,1.0,True,15.0,2,pre_london,3.5,hold,163,27.0,36.01,1.36,-20.64,0.209,-1.63,0.429,-0.092,False,9,10
25.0,1.0,True,15.0,2,pre_london,3.5,flat,248,32.7,92.45,1.99,-8.69,0.282,-1.0,0.463,0.056,True,9,11
25.0,1.0,True,15.0,2,pre_london,4.0,hold,114,25.4,31.89,1.6,-20.64,0.266,-1.63,0.581,-0.167,False,6,7
25.0,1.0,True,15.0,2,pre_london,4.0,flat,239,30.5,90.4,1.93,-10.29,0.29,-1.0,0.44,0.106,True,9,11
25.0,1.0,True,15.0,2,pre_london,5.0,hold,66,25.8,40.07,3.13,-7.86,0.545,-1.0,,,False,3,4
25.0,1.0,True,15.0,2,pre_london,5.0,flat,214,28.0,97.42,2.1,-9.42,0.344,-1.0,0.478,0.185,True,9,11
25.0,1.0,True,15.0,2,pre_london,6.0,hold,64,23.4,45.53,3.15,-7.73,0.631,-1.63,,,False,3,4
25.0,1.0,True,15.0,2,pre_london,6.0,flat,207,26.6,76.33,1.7,-10.06,0.303,-1.0,0.394,0.19,True,9,11
25.0,1.0,True,20.0,1,none,2.0,hold,332,34.3,4.91,0.17,-23.42,0.025,-1.89,0.002,0.046,False,5,11
25.0,1.0,True,20.0,1,none,2.0,flat,379,36.4,15.1,0.45,-21.12,0.046,-1.0,0.002,0.094,False,7,11
25.0,1.0,True,20.0,1,none,2.5,hold,280,33.9,60.18,1.76,-13.35,0.182,-1.89,0.114,0.255,True,9,11
25.0,1.0,True,20.0,1,none,2.5,flat,334,35.0,55.87,1.38,-18.47,0.145,-1.0,0.104,0.187,True,8,11
25.0,1.0,True,20.0,1,none,3.0,hold,243,31.3,75.37,1.88,-10.52,0.248,-1.63,0.386,0.125,True,9,11
25.0,1.0,True,20.0,1,none,3.0,flat,293,33.1,80.14,1.75,-12.47,0.216,-1.0,0.253,0.18,True,9,11
25.0,1.0,True,20.0,1,none,3.5,hold,195,29.2,75.34,2.11,-17.42,0.309,-1.63,0.54,0.085,True,9,11
25.0,1.0,True,20.0,1,none,3.5,flat,272,32.4,84.83,1.75,-13.01,0.244,-1.0,0.394,0.086,True,9,11
25.0,1.0,True,20.0,1,none,4.0,hold,166,25.3,46.18,1.56,-19.1,0.252,-1.89,0.511,0.017,False,7,10
25.0,1.0,True,20.0,1,none,4.0,flat,260,29.6,66.19,1.45,-14.14,0.215,-1.0,0.352,0.07,True,9,11
25.0,1.0,True,20.0,1,none,5.0,hold,79,25.3,45.71,2.93,-9.56,0.511,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,none,5.0,flat,244,24.6,28.36,0.71,-18.52,0.124,-1.0,0.3,-0.079,False,8,11
25.0,1.0,True,20.0,1,none,6.0,hold,70,21.4,37.01,2.59,-10.47,0.491,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,none,6.0,flat,226,24.3,43.77,1.05,-18.24,0.188,-1.0,0.3,0.049,False,7,11
25.0,1.0,True,20.0,1,live_5m,2.0,hold,323,33.1,-5.98,-0.23,-29.87,-0.009,-1.63,-0.059,0.041,False,5,11
25.0,1.0,True,20.0,1,live_5m,2.0,flat,350,34.9,-2.48,-0.09,-25.96,0.002,-1.0,-0.026,0.031,False,6,11
25.0,1.0,True,20.0,1,live_5m,2.5,hold,288,31.9,34.38,1.06,-25.78,0.116,-1.63,0.037,0.212,False,9,11
25.0,1.0,True,20.0,1,live_5m,2.5,flat,324,32.4,17.06,0.49,-24.43,0.061,-1.0,0.061,0.06,True,7,11
25.0,1.0,True,20.0,1,live_5m,3.0,hold,281,28.8,45.91,1.16,-20.12,0.151,-1.63,0.142,0.16,True,9,11
25.0,1.0,True,20.0,1,live_5m,3.0,flat,298,31.5,55.27,1.3,-14.68,0.163,-1.0,0.179,0.146,True,9,11
25.0,1.0,True,20.0,1,live_5m,3.5,hold,231,27.3,59.44,1.48,-20.79,0.222,-1.63,0.316,0.109,True,8,11
25.0,1.0,True,20.0,1,live_5m,3.5,flat,279,30.5,65.57,1.41,-16.66,0.199,-1.0,0.303,0.084,True,9,11
25.0,1.0,True,20.0,1,live_5m,4.0,hold,225,23.6,40.17,1.05,-20.46,0.172,-1.63,0.282,0.005,False,7,11
25.0,1.0,True,20.0,1,live_5m,4.0,flat,267,27.3,43.49,1.03,-19.19,0.155,-1.0,0.237,0.056,True,7,11
25.0,1.0,True,20.0,1,live_5m,5.0,hold,153,19.6,24.67,0.91,-21.89,0.172,-1.63,0.314,-0.096,False,6,9
25.0,1.0,True,20.0,1,live_5m,5.0,flat,246,25.6,44.65,1.04,-18.1,0.173,-1.0,0.31,0.02,False,9,11
25.0,1.0,True,20.0,1,live_5m,6.0,hold,178,16.3,19.64,0.56,-25.2,0.133,-1.63,0.458,-0.17,False,7,11
25.0,1.0,True,20.0,1,live_5m,6.0,flat,230,23.0,28.33,0.71,-23.4,0.135,-1.0,0.28,-0.031,False,8,11
25.0,1.0,True,20.0,1,post_ny,2.0,hold,317,33.8,-0.13,-0.01,-28.55,0.01,-1.63,-0.057,0.071,False,5,11
25.0,1.0,True,20.0,1,post_ny,2.0,flat,358,35.8,6.2,0.21,-27.17,0.026,-1.0,-0.037,0.093,False,6,11
25.0,1.0,True,20.0,1,post_ny,2.5,hold,270,33.3,50.22,1.61,-17.5,0.164,-1.63,0.058,0.27,True,9,11
25.0,1.0,True,20.0,1,post_ny,2.5,flat,321,34.3,41.28,1.15,-24.29,0.12,-1.0,0.056,0.183,True,7,11
25.0,1.0,True,20.0,1,post_ny,3.0,hold,239,31.0,68.66,1.83,-10.63,0.236,-1.63,0.315,0.169,True,9,11
25.0,1.0,True,20.0,1,post_ny,3.0,flat,285,32.6,66.4,1.61,-15.55,0.194,-1.0,0.183,0.204,True,8,11
25.0,1.0,True,20.0,1,post_ny,3.5,hold,195,26.2,34.29,1.22,-17.06,0.171,-1.63,0.265,0.086,True,9,11
25.0,1.0,True,20.0,1,post_ny,3.5,flat,270,30.7,50.84,1.25,-18.92,0.169,-1.0,0.276,0.062,True,9,11
25.0,1.0,True,20.0,1,post_ny,4.0,hold,161,24.2,33.79,1.31,-16.71,0.204,-1.63,0.348,0.092,True,8,10
25.0,1.0,True,20.0,1,post_ny,4.0,flat,256,28.1,32.55,0.84,-17.06,0.128,-1.0,0.256,-0.003,False,7,11
25.0,1.0,True,20.0,1,post_ny,5.0,hold,70,24.3,33.7,2.63,-10.73,0.448,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,post_ny,5.0,flat,236,24.2,7.89,0.24,-25.93,0.053,-1.0,0.142,-0.052,False,7,11
25.0,1.0,True,20.0,1,post_ny,6.0,hold,61,21.3,30.83,2.55,-10.47,0.482,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,post_ny,6.0,flat,221,23.5,19.28,0.55,-29.43,0.105,-1.0,0.145,0.056,True,7,11
25.0,1.0,True,20.0,1,pre_london,2.0,hold,336,32.7,-10.57,-0.38,-28.54,-0.023,-1.89,0.009,-0.052,False,4,11
25.0,1.0,True,20.0,1,pre_london,2.0,flat,375,35.7,7.46,0.23,-24.16,0.029,-1.0,0.017,0.04,False,4,11
25.0,1.0,True,20.0,1,pre_london,2.5,hold,295,30.2,11.84,0.39,-17.98,0.051,-1.89,0.073,0.03,False,5,11
25.0,1.0,True,20.0,1,pre_london,2.5,flat,327,33.6,30.24,0.83,-21.19,0.093,-1.0,0.097,0.089,True,6,11
25.0,1.0,True,20.0,1,pre_london,3.0,hold,267,27.0,17.59,0.5,-25.73,0.076,-1.63,0.294,-0.093,False,8,11
25.0,1.0,True,20.0,1,pre_london,3.0,flat,296,30.7,33.05,0.84,-17.96,0.111,-1.0,0.23,0.002,False,8,11
25.0,1.0,True,20.0,1,pre_london,3.5,hold,229,24.5,19.17,0.55,-23.46,0.095,-1.63,0.461,-0.15,False,7,11
25.0,1.0,True,20.0,1,pre_london,3.5,flat,282,29.8,45.47,0.99,-16.97,0.15,-1.0,0.364,-0.058,False,8,11
25.0,1.0,True,20.0,1,pre_london,4.0,hold,202,22.8,25.1,0.73,-22.13,0.133,-1.63,0.567,-0.113,False,6,10
25.0,1.0,True,20.0,1,pre_london,4.0,flat,269,27.9,48.74,1.03,-18.48,0.167,-1.0,0.386,-0.04,False,7,11
25.0,1.0,True,20.0,1,pre_london,5.0,hold,78,25.6,47.19,3.03,-9.56,0.53,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,pre_london,5.0,flat,249,24.9,29.65,0.71,-21.74,0.126,-1.0,0.332,-0.087,False,9,11
25.0,1.0,True,20.0,1,pre_london,6.0,hold,66,22.7,42.63,3.0,-10.47,0.581,-1.63,,,False,4,4
25.0,1.0,True,20.0,1,pre_london,6.0,flat,221,24.9,52.47,1.2,-15.74,0.219,-1.0,0.38,0.037,False,8,11
25.0,1.0,True,20.0,2,none,2.0,hold,316,32.9,-8.74,-0.33,-31.79,-0.019,-2.04,0.022,-0.057,False,6,11
25.0,1.0,True,20.0,2,none,2.0,flat,361,35.2,-0.55,-0.02,-25.54,0.008,-1.0,0.006,0.01,False,7,11
25.0,1.0,True,20.0,2,none,2.5,hold,266,31.2,21.33,0.78,-17.2,0.086,-2.04,0.051,0.123,True,7,11
25.0,1.0,True,20.0,2,none,2.5,flat,318,33.3,23.77,0.71,-18.7,0.079,-1.0,0.069,0.089,True,8,11
25.0,1.0,True,20.0,2,none,3.0,hold,234,29.1,39.83,1.2,-12.35,0.16,-1.63,0.27,0.051,True,6,11
25.0,1.0,True,20.0,2,none,3.0,flat,279,32.3,54.25,1.4,-12.61,0.17,-1.0,0.204,0.137,True,10,11
25.0,1.0,True,20.0,2,none,3.5,hold,202,26.7,42.56,1.37,-17.08,0.195,-1.63,0.339,0.063,True,9,11
25.0,1.0,True,20.0,2,none,3.5,flat,255,31.4,59.57,1.52,-13.0,0.201,-1.0,0.286,0.113,True,9,11
25.0,1.0,True,20.0,2,none,4.0,hold,163,24.5,37.75,1.31,-16.04,0.22,-1.63,0.546,-0.052,False,8,10
25.0,1.0,True,20.0,2,none,4.0,flat,236,29.2,52.74,1.36,-11.83,0.199,-1.0,0.322,0.06,True,9,11
25.0,1.0,True,20.0,2,none,5.0,hold,72,20.8,16.49,1.4,-9.83,0.241,-1.63,,,False,4,4
25.0,1.0,True,20.0,2,none,5.0,flat,216,24.1,19.61,0.62,-18.44,0.104,-1.0,0.162,0.039,False,9,11
25.0,1.0,True,20.0,2,none,6.0,hold,57,19.3,19.56,1.84,-9.56,0.351,-1.0,,,False,4,4
25.0,1.0,True,20.0,2,none,6.0,flat,208,24.0,22.64,0.68,-20.71,0.123,-1.0,0.178,0.048,False,8,11
25.0,1.0,True,20.0,2,live_5m,2.0,hold,307,31.9,-15.59,-0.66,-36.44,-0.045,-1.63,-0.062,-0.029,False,4,11
25.0,1.0,True,20.0,2,live_5m,2.0,flat,331,34.7,-6.2,-0.23,-28.74,-0.01,-1.0,-0.013,-0.008,False,6,11
25.0,1.0,True,20.0,2,live_5m,2.5,hold,274,30.3,13.15,0.47,-23.64,0.058,-1.63,-0.004,0.13,False,8,11
25.0,1.0,True,20.0,2,live_5m,2.5,flat,306,31.4,3.02,0.1,-25.48,0.021,-1.0,0.043,-0.001,False,7,11
25.0,1.0,True,20.0,2,live_5m,3.0,hold,261,28.0,29.95,0.87,-16.84,0.116,-1.63,0.13,0.1,True,8,11
25.0,1.0,True,20.0,2,live_5m,3.0,flat,276,32.2,55.06,1.43,-11.18,0.174,-1.0,0.191,0.158,True,10,11
25.0,1.0,True,20.0,2,live_5m,3.5,hold,232,25.9,38.14,1.1,-19.18,0.159,-1.63,0.175,0.14,True,9,11
25.0,1.0,True,20.0,2,live_5m,3.5,flat,257,30.4,51.65,1.33,-14.11,0.18,-1.0,0.237,0.122,True,9,11
25.0,1.0,True,20.0,2,live_5m,4.0,hold,212,23.6,37.78,1.07,-16.36,0.173,-1.63,0.275,0.028,False,8,11
25.0,1.0,True,20.0,2,live_5m,4.0,flat,244,27.9,41.21,1.07,-14.17,0.161,-1.0,0.246,0.066,True,8,11
25.0,1.0,True,20.0,2,live_5m,5.0,hold,192,18.2,12.38,0.4,-18.69,0.087,-1.63,0.193,-0.006,False,6,11
25.0,1.0,True,20.0,2,live_5m,5.0,flat,216,25.9,43.63,1.23,-14.62,0.191,-1.0,0.198,0.185,True,10,11
25.0,1.0,True,20.0,2,live_5m,6.0,hold,161,16.8,25.34,0.78,-23.83,0.174,-1.06,0.514,-0.116,False,7,11
25.0,1.0,True,20.0,2,live_5m,6.0,flat,207,23.7,18.76,0.55,-22.48,0.108,-1.0,0.175,0.028,False,7,11
