di,atr_ratio,di_slope,adx_min,persist,avoid,rr,weekend,trades,win_rate,roi,sharpe,max_dd,expectancy_R,worst_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
25.0,1.0,True,20.0,2,post_ny,2.0,hold,310,32.6,-10.43,-0.41,-33.05,-0.026,-1.63,-0.018,-0.033,False,5,11
25.0,1.0,True,20.0,2,post_ny,2.0,flat,346,34.7,-4.97,-0.17,-29.51,-0.006,-1.0,-0.017,0.006,False,7,11
25.0,1.0,True,20.0,2,post_ny,2.5,hold,264,30.7,16.71,0.64,-21.78,0.071,-1.63,0.006,0.14,False,7,11
25.0,1.0,True,20.0,2,post_ny,2.5,flat,306,33.0,19.46,0.63,-24.28,0.07,-1.0,0.029,0.113,False,7,11
25.0,1.0,True,20.0,2,post_ny,3.0,hold,235,27.7,22.93,0.75,-13.98,0.104,-1.63,0.157,0.051,True,5,11
25.0,1.0,True,20.0,2,post_ny,3.0,flat,278,31.7,39.81,1.12,-17.49,0.135,-1.0,0.129,0.142,True,8,11
25.0,1.0,True,20.0,2,post_ny,3.5,hold,200,25.5,27.29,0.99,-15.3,0.14,-1.63,0.175,0.105,True,7,11
25.0,1.0,True,20.0,2,post_ny,3.5,flat,254,29.9,35.34,1.0,-17.17,0.136,-1.0,0.197,0.069,True,7,11
25.0,1.0,True,20.0,2,post_ny,4.0,hold,166,23.5,27.23,1.02,-16.63,0.167,-1.63,0.41,-0.028,False,8,10
25.0,1.0,True,20.0,2,post_ny,4.0,flat,243,27.6,22.91,0.65,-19.65,0.103,-1.0,0.231,-0.039,False,7,11
25.0,1.0,True,20.0,2,post_ny,5.0,hold,67,22.4,22.49,1.97,-9.83,0.334,-1.63,,,False,4,4
25.0,1.0,True,20.0,2,post_ny,5.0,flat,217,24.0,7.92,0.28,-26.86,0.056,-1.0,0.062,0.048,False,6,11
25.0,1.0,True,20.0,2,post_ny,6.0,hold,53,20.8,24.46,2.39,-9.56,0.453,-1.0,,,False,4,4
25.0,1.0,True,20.0,2,post_ny,6.0,flat,210,23.3,7.79,0.25,-29.61,0.059,-1.0,0.083,0.026,False,6,11
25.0,1.0,True,20.0,2,pre_london,2.0,hold,311,32.5,-12.26,-0.46,-31.26,-0.032,-2.04,0.051,-0.105,False,5,11
25.0,1.0,True,20.0,2,pre_london,2.0,flat,347,34.9,-0.96,-0.03,-25.34,0.006,-1.0,0.035,-0.022,False,4,11
25.0,1.0,True,20.0,2,pre_london,2.5,hold,271,29.5,3.96,0.15,-18.78,0.027,-2.04,0.064,-0.007,False,7,11
25.0,1.0,True,20.0,2,pre_london,2.5,flat,308,32.8,18.05,0.56,-18.25,0.066,-1.0,0.095,0.037,False,6,11
25.0,1.0,True,20.0,2,pre_london,3.0,hold,251,27.1,17.87,0.55,-19.41,0.081,-1.63,0.26,-0.075,False,7,11
25.0,1.0,True,20.0,2,pre_london,3.0,flat,274,30.7,35.71,1.0,-17.01,0.126,-1.0,0.219,0.039,False,8,11
25.0,1.0,True,20.0,2,pre_london,3.5,hold,212,24.1,12.83,0.42,-23.03,0.075,-1.63,0.396,-0.176,False,7,11
25.0,1.0,True,20.0,2,pre_london,3.5,flat,253,29.6,44.17,1.13,-14.86,0.162,-1.0,0.349,-0.027,False,7,11
25.0,1.0,True,20.0,2,pre_london,4.0,hold,176,23.9,33.4,1.06,-20.39,0.186,-1.63,0.611,-0.101,False,6,10
25.0,1.0,True,20.0,2,pre_london,4.0,flat,239,28.0,49.03,1.19,-16.99,0.187,-1.0,0.369,-0.013,False,9,11
25.0,1.0,True,20.0,2,pre_london,5.0,hold,70,21.4,18.85,1.61,-9.83,0.277,-1.63,,,False,4,4
25.0,1.0,True,20.0,2,pre_london,5.0,flat,217,25.3,29.19,0.85,-17.06,0.14,-1.0,0.252,0.021,False,8,11
25.0,1.0,True,20.0,2,pre_london,6.0,hold,53,20.8,24.46,2.34,-9.56,0.453,-1.0,,,False,4,4
25.0,1.0,True,20.0,2,pre_london,6.0,flat,207,25.6,41.46,1.1,-15.51,0.194,-1.0,0.313,0.051,True,8,11
25.0,1.2,False,0.0,1,none,2.0,hold,209,34.9,7.58,0.39,-11.47,0.045,-1.39,0.07,0.018,False,6,11
25.0,1.2,False,0.0,1,none,2.0,flat,238,40.3,28.75,1.23,-10.81,0.116,-1.0,0.104,0.128,True,9,11
25.0,1.2,False,0.0,1,none,2.5,hold,183,31.1,14.51,0.75,-11.67,0.087,-1.39,0.057,0.123,True,8,11
25.0,1.2,False,0.0,1,none,2.5,flat,215,37.2,35.67,1.51,-10.76,0.154,-1.0,0.072,0.232,True,8,11
25.0,1.2,False,0.0,1,none,3.0,hold,164,31.7,49.55,2.18,-10.68,0.263,-1.49,0.133,0.442,True,8,11
25.0,1.2,False,0.0,1,none,3.0,flat,193,35.2,48.5,1.94,-10.45,0.219,-1.0,0.144,0.299,True,9,11
25.0,1.2,False,0.0,1,none,3.5,hold,127,32.3,71.98,3.26,-9.32,0.45,-1.39,0.362,0.594,True,8,10
25.0,1.2,False,0.0,1,none,3.5,flat,186,32.8,49.91,1.9,-11.36,0.235,-1.0,0.168,0.297,True,8,11
25.0,1.2,False,0.0,1,none,4.0,hold,117,27.4,48.71,2.48,-8.92,0.364,-1.39,0.264,0.481,True,8,10
25.0,1.2,False,0.0,1,none,4.0,flat,173,31.2,45.07,1.78,-10.76,0.234,-1.0,0.185,0.282,True,8,11
25.0,1.2,False,0.0,1,none,5.0,hold,84,21.4,23.97,1.66,-10.47,0.286,-1.0,0.364,0.2,True,6,8
25.0,1.2,False,0.0,1,none,5.0,flat,159,30.2,58.53,2.19,-10.76,0.314,-1.0,0.172,0.481,True,7,11
25.0,1.2,False,0.0,1,none,6.0,hold,74,20.3,32.45,2.05,-10.47,0.419,-1.0,0.795,0.0,False,5,8
25.0,1.2,False,0.0,1,none,6.0,flat,150,32.0,112.11,3.2,-10.76,0.534,-1.0,0.372,0.752,True,9,11
25.0,1.2,False,0.0,1,live_5m,2.0,hold,167,34.1,1.77,0.12,-15.34,0.021,-1.39,-0.018,0.053,False,6,11
25.0,1.2,False,0.0,1,live_5m,2.0,flat,181,37.0,2.05,0.13,-14.78,0.02,-1.0,-0.045,0.071,False,7,11
25.0,1.2,False,0.0,1,live_5m,2.5,hold,153,32.0,17.24,1.01,-16.24,0.117,-1.39,0.068,0.165,True,7,11
25.0,1.2,False,0.0,1,live_5m,2.5,flat,174,35.1,11.6,0.67,-16.01,0.074,-1.0,-0.001,0.133,False,7,11
25.0,1.2,False,0.0,1,live_5m,3.0,hold,139,30.2,29.39,1.65,-17.07,0.202,-1.49,0.036,0.386,False,7,11
25.0,1.2,False,0.0,1,live_5m,3.0,flat,159,32.7,15.06,0.89,-17.84,0.102,-1.0,-0.106,0.283,False,6,11
25.0,1.2,False,0.0,1,live_5m,3.5,hold,107,27.1,23.34,1.55,-14.96,0.216,-1.39,0.155,0.3,True,8,10
25.0,1.2,False,0.0,1,live_5m,3.5,flat,156,30.8,11.37,0.63,-15.42,0.084,-1.0,-0.022,0.166,False,7,11
25.0,1.2,False,0.0,1,live_5m,4.0,hold,107,25.2,28.53,1.66,-13.72,0.258,-1.39,0.2,0.327,True,7,10
25.0,1.2,False,0.0,1,live_5m,4.0,flat,147,30.6,14.31,0.78,-16.57,0.108,-1.0,-0.029,0.217,False,7,11
25.0,1.2,False,0.0,1,live_5m,5.0,hold,55,20.0,9.91,1.1,-12.25,0.2,-1.0,0.5,-0.032,False,3,6
25.0,1.2,False,0.0,1,live_5m,5.0,flat,137,29.2,19.22,1.0,-16.57,0.149,-1.0,0.001,0.278,False,7,11
25.0,1.2,False,0.0,1,live_5m,6.0,flat,129,30.2,46.73,1.97,-16.57,0.325,-1.0,0.18,0.472,True,8,11
25.0,1.2,False,0.0,1,post_ny,2.0,hold,203,34.5,4.48,0.24,-13.2,0.032,-1.39,0.036,0.028,False,5,11
25.0,1.2,False,0.0,1,post_ny,2.0,flat,241,39.8,26.09,1.11,-9.91,0.106,-1.0,0.091,0.119,True,8,11
25.0,1.2,False,0.0,1,post_ny,2.5,hold,176,31.2,14.61,0.77,-11.92,0.091,-1.39,0.073,0.11,True,7,11
25.0,1.2,False,0.0,1,post_ny,2.5,flat,215,37.2,37.6,1.55,-9.86,0.16,-1.0,0.115,0.2,True,9,11
25.0,1.2,False,0.0,1,post_ny,3.0,hold,159,32.1,51.15,2.28,-10.68,0.277,-1.49,0.164,0.422,True,9,11
25.0,1.2,False,0.0,1,post_ny,3.0,flat,191,36.6,62.9,2.36,-9.55,0.27,-1.0,0.206,0.333,True,9,11
25.0,1.2,False,0.0,1,post_ny,3.5,hold,123,30.1,49.87,2.64,-11.64,0.35,-1.39,0.195,0.594,True,7,10
25.0,1.2,False,0.0,1,post_ny,3.5,flat,185,31.9,41.11,1.62,-10.95,0.203,-1.0,0.163,0.238,True,8,11
25.0,1.2,False,0.0,1,post_ny,4.0,hold,113,26.5,40.29,2.24,-9.92,0.324,-1.39,0.18,0.481,True,7,10
25.0,1.2,False,0.0,1,post_ny,4.0,flat,169,32.5,51.86,1.99,-9.86,0.266,-1.0,0.25,0.282,True,8,11
25.0,1.2,False,0.0,1,post_ny,5.0,hold,82,20.7,19.26,1.43,-9.56,0.244,-1.0,0.286,0.2,True,6,8
25.0,1.2,False,0.0,1,post_ny,5.0,flat,158,30.4,58.8,2.16,-9.86,0.317,-1.0,0.221,0.423,True,8,11
25.0,1.2,False,0.0,1,post_ny,6.0,hold,70,21.4,37.89,2.4,-9.56,0.5,-1.0,1.0,0.0,False,5,8
25.0,1.2,False,0.0,1,post_ny,6.0,flat,148,31.1,98.53,2.95,-9.86,0.495,-1.0,0.365,0.653,True,9,11
25.0,1.2,False,0.0,1,pre_london,2.0,hold,208,34.6,5.4,0.27,-14.28,0.035,-1.39,0.113,-0.028,False,6,10
25.0,1.2,False,0.0,1,pre_london,2.0,flat,236,38.1,13.29,0.61,-10.81,0.062,-1.0,0.111,0.017,False,6,11
25.0,1.2,False,0.0,1,pre_london,2.5,hold,180,31.1,13.99,0.73,-10.47,0.086,-1.39,0.094,0.078,True,4,10
25.0,1.2,False,0.0,1,pre_london,2.5,flat,211,35.5,21.12,0.97,-10.76,0.102,-1.0,0.082,0.122,True,7,11
25.0,1.2,False,0.0,1,pre_london,3.0,hold,159,31.4,45.28,2.0,-9.78,0.252,-1.49,0.215,0.292,True,7,10
25.0,1.2,False,0.0,1,pre_london,3.0,flat,194,34.5,41.58,1.7,-10.45,0.194,-1.0,0.16,0.229,True,7,11
25.0,1.2,False,0.0,1,pre_london,3.5,hold,129,30.2,54.22,2.55,-9.7,0.357,-1.39,0.389,0.319,True,7,9
25.0,1.2,False,0.0,1,pre_london,3.5,flat,191,31.4,41.74,1.59,-11.36,0.2,-1.0,0.165,0.234,True,8,11
25.0,1.2,False,0.0,1,pre_london,4.0,hold,111,27.9,50.36,2.65,-8.74,0.393,-1.39,0.309,0.481,True,7,9
25.0,1.2,False,0.0,1,pre_london,4.0,flat,178,30.9,46.6,1.77,-10.76,0.234,-1.0,0.192,0.279,True,8,11
25.0,1.2,False,0.0,1,pre_london,5.0,hold,86,24.4,44.96,2.53,-10.47,0.465,-1.0,0.696,0.2,True,7,8
25.0,1.2,False,0.0,1,pre_london,5.0,flat,156,30.1,58.11,2.21,-10.76,0.318,-1.0,0.179,0.48,True,8,11
25.0,1.2,False,0.0,1,pre_london,6.0,hold,76,22.4,48.83,2.64,-10.47,0.566,-1.0,1.049,0.0,False,6,8
25.0,1.2,False,0.0,1,pre_london,6.0,flat,149,32.2,110.57,3.2,-10.76,0.533,-1.0,0.367,0.752,True,9,11
25.0,1.2,False,0.0,2,none,2.0,hold,194,36.6,17.84,0.91,-11.49,0.095,-1.39,0.125,0.063,True,8,11
25.0,1.2,False,0.0,2,none,2.0,flat,219,40.2,27.14,1.24,-9.73,0.119,-1.0,0.141,0.096,True,7,11
25.0,1.2,False,0.0,2,none,2.5,hold,172,31.4,15.24,0.83,-11.51,0.096,-1.39,0.061,0.135,True,7,11
25.0,1.2,False,0.0,2,none,2.5,flat,198,36.9,25.5,1.22,-9.63,0.126,-1.0,0.069,0.184,True,7,11
25.0,1.2,False,0.0,2,none,3.0,hold,156,30.8,38.33,1.84,-12.4,0.225,-1.49,0.112,0.364,True,7,11
25.0,1.2,False,0.0,2,none,3.0,flat,182,34.6,30.07,1.42,-11.14,0.158,-1.0,0.081,0.239,True,6,11
25.0,1.2,False,0.0,2,none,3.5,hold,140,26.4,24.78,1.28,-11.41,0.178,-2.04,0.233,0.124,True,8,11
25.0,1.2,False,0.0,2,none,3.5,flat,170,30.6,21.89,1.07,-9.43,0.132,-1.0,0.093,0.17,True,8,11
25.0,1.2,False,0.0,2,none,4.0,hold,83,27.7,34.33,2.52,-8.74,0.381,-1.39,0.435,0.29,True,6,7
25.0,1.2,False,0.0,2,none,4.0,flat,162,30.9,31.13,1.42,-11.55,0.185,-1.0,0.177,0.193,True,8,11
25.0,1.2,False,0.0,2,none,5.0,flat,160,29.4,34.95,1.44,-10.66,0.21,-1.0,0.203,0.216,True,8,11
25.0,1.2,False,0.0,2,none,6.0,flat,148,30.4,65.39,2.27,-9.84,0.369,-1.0,0.332,0.411,True,9,11
25.0,1.2,False,0.0,2,live_5m,2.0,hold,160,34.4,2.86,0.2,-15.34,0.028,-1.39,-0.097,0.141,False,6,11
25.0,1.2,False,0.0,2,live_5m,2.0,flat,175,37.7,6.53,0.43,-12.59,0.045,-1.0,-0.053,0.126,False,6,11
25.0,1.2,False,0.0,2,live_5m,2.5,hold,145,32.4,18.53,1.19,-16.24,0.131,-1.39,-0.056,0.304,False,7,11
25.0,1.2,False,0.0,2,live_5m,2.5,flat,166,35.5,16.23,1.0,-14.56,0.102,-1.0,-0.075,0.249,False,6,11
25.0,1.2,False,0.0,2,live_5m,3.0,hold,135,30.4,29.47,1.78,-17.07,0.208,-1.49,-0.091,0.531,False,6,11
25.0,1.2,False,0.0,2,live_5m,3.0,flat,156,32.7,14.78,0.93,-21.1,0.102,-1.0,-0.18,0.343,False,4,11
25.0,1.2,False,0.0,2,live_5m,3.5,hold,108,26.9,22.11,1.52,-14.96,0.205,-1.39,0.026,0.436,False,7,10
25.0,1.2,False,0.0,2,live_5m,3.5,flat,149,30.9,13.03,0.79,-16.48,0.097,-1.0,-0.092,0.252,False,8,11
25.0,1.2,False,0.0,2,live_5m,4.0,hold,106,25.5,29.83,1.79,-13.72,0.27,-1.39,0.2,0.354,True,6,10
25.0,1.2,False,0.0,2,live_5m,4.0,flat,141,29.8,11.58,0.69,-16.57,0.094,-1.0,-0.048,0.216,False,8,11
25.0,1.2,False,0.0,2,live_5m,5.0,hold,55,21.8,16.57,1.85,-11.36,0.309,-1.0,0.2,0.4,True,4,6
25.0,1.2,False,0.0,2,live_5m,5.0,flat,138,27.5,15.82,0.85,-18.01,0.128,-1.0,-0.06,0.291,False,7,11
25.0,1.2,False,0.0,2,live_5m,6.0,flat,129,28.7,36.81,1.72,-17.22,0.271,-1.0,0.028,0.51,False,7,11
25.0,1.2,False,0.0,2,post_ny,2.0,hold,194,36.1,14.37,0.74,-13.18,0.08,-1.39,0.098,0.061,True,8,11
25.0,1.2,False,0.0,2,post_ny,2.0,flat,220,39.1,20.1,0.94,-10.63,0.093,-1.0,0.118,0.068,True,9,11
25.0,1.2,False,0.0,2,post_ny,2.5,hold,170,31.2,13.56,0.75,-13.67,0.088,-1.39,0.03,0.15,False,8,11
25.0,1.2,False,0.0,2,post_ny,2.5,flat,197,36.0,20.37,1.0,-10.21,0.106,-1.0,0.04,0.166,False,7,11
25.0,1.2,False,0.0,2,post_ny,3.0,hold,157,31.2,42.48,1.97,-12.3,0.243,-1.49,0.138,0.363,True,7,11
25.0,1.2,False,0.0,2,post_ny,3.0,flat,183,34.4,31.7,1.46,-12.65,0.165,-1.0,0.117,0.211,True,6,11
25.0,1.2,False,0.0,2,post_ny,3.5,hold,140,25.7,20.44,1.1,-12.01,0.152,-1.39,0.136,0.167,True,7,11
25.0,1.2,False,0.0,2,post_ny,3.5,flat,170,30.0,18.94,0.93,-10.64,0.118,-1.0,0.11,0.125,True,8,11
25.0,1.2,False,0.0,2,post_ny,4.0,hold,83,25.3,21.72,1.76,-8.92,0.26,-1.39,0.243,0.29,True,5,7
25.0,1.2,False,0.0,2,post_ny,4.0,flat,163,30.7,27.94,1.27,-12.43,0.169,-1.0,0.196,0.143,True,8,11
25.0,1.2,False,0.0,2,post_ny,5.0,flat,160,30.0,37.87,1.52,-11.55,0.223,-1.0,0.222,0.224,True,8,11
25.0,1.2,False,0.0,2,post_ny,6.0,flat,148,30.4,68.78,2.32,-10.66,0.384,-1.0,0.385,0.382,True,9,11
25.0,1.2,False,0.0,2,pre_london,2.0,hold,186,34.9,6.36,0.35,-16.47,0.043,-1.39,0.147,-0.045,False,6,10
25.0,1.2,False,0.0,2,pre_london,2.0,flat,216,38.9,18.05,0.86,-12.15,0.086,-1.0,0.151,0.023,False,7,11
25.0,1.2,False,0.0,2,pre_london,2.5,hold,167,29.9,5.45,0.32,-12.4,0.045,-1.39,0.058,0.032,False,6,10
25.0,1.2,False,0.0,2,pre_london,2.5,flat,196,35.2,13.7,0.7,-10.65,0.077,-1.0,0.079,0.074,True,6,11
25.0,1.2,False,0.0,2,pre_london,3.0,hold,151,29.8,29.16,1.47,-11.52,0.186,-1.49,0.145,0.224,True,6,10
25.0,1.2,False,0.0,2,pre_london,3.0,flat,186,32.8,18.3,0.89,-10.33,0.104,-1.0,0.094,0.114,True,5,11
25.0,1.2,False,0.0,2,pre_london,3.5,hold,148,24.3,10.14,0.55,-13.09,0.084,-2.04,0.174,0.021,False,6,10
25.0,1.2,False,0.0,2,pre_london,3.5,flat,176,29.5,14.03,0.69,-9.43,0.09,-1.0,0.08,0.1,True,6,11
25.0,1.2,False,0.0,2,pre_london,4.0,hold,74,27.0,26.84,2.32,-8.74,0.346,-1.39,0.386,0.29,True,4,6
25.0,1.2,False,0.0,2,pre_london,4.0,flat,167,30.5,30.85,1.36,-11.55,0.179,-1.0,0.17,0.189,True,7,11
25.0,1.2,False,0.0,2,pre_london,5.0,flat,157,29.3,34.59,1.45,-10.66,0.212,-1.0,0.211,0.212,True,6,11
25.0,1.2,False,0.0,2,pre_london,6.0,flat,147,30.6,64.19,2.27,-9.84,0.367,-1.0,0.327,0.411,True,8,11
25.0,1.2,False,15.0,1,none,2.0,hold,200,36.0,14.31,0.72,-9.8,0.077,-1.39,0.146,-0.002,False,7,11
25.0,1.2,False,15.0,1,none,2.0,flat,224,40.2,24.77,1.14,-10.81,0.108,-1.0,0.101,0.115,True,8,11
25.0,1.2,False,15.0,1,none,2.5,hold,176,31.2,14.61,0.77,-10.21,0.091,-1.39,0.078,0.105,True,7,11
25.0,1.2,False,15.0,1,none,2.5,flat,204,36.8,28.63,1.32,-10.77,0.135,-1.0,0.06,0.21,True,7,11
25.0,1.2,False,15.0,1,none,3.0,hold,160,32.5,55.69,2.41,-9.78,0.294,-1.49,0.17,0.463,True,8,11
25.0,1.2,False,15.0,1,none,3.0,flat,189,34.9,43.57,1.84,-10.46,0.206,-1.0,0.125,0.301,True,9,11
25.0,1.2,False,15.0,1,none,3.5,hold,122,32.8,72.98,3.38,-9.18,0.472,-1.39,0.393,0.594,True,8,10
25.0,1.2,False,15.0,1,none,3.5,flat,174,31.6,36.35,1.59,-11.37,0.195,-1.0,0.137,0.256,True,9,11
25.0,1.2,False,15.0,1,none,4.0,hold,86,26.7,30.34,2.22,-8.74,0.333,-1.39,0.313,0.364,True,7,7
25.0,1.2,False,15.0,1,none,4.0,flat,166,30.7,40.08,1.69,-10.77,0.222,-1.0,0.185,0.261,True,9,11
25.0,1.2,False,15.0,1,none,5.0,flat,156,31.4,49.88,1.97,-10.77,0.283,-1.0,0.168,0.414,True,9,11
25.0,1.2,False,15.0,1,none,6.0,flat,146,32.9,97.45,3.04,-10.77,0.498,-1.0,0.367,0.67,True,10,11
25.0,1.2,False,15.0,1,live_5m,2.0,hold,170,34.7,4.83,0.3,-12.48,0.038,-1.39,0.032,0.043,False,7,11
25.0,1.2,False,15.0,1,live_5m,2.0,flat,183,37.2,3.47,0.22,-13.44,0.028,-1.0,-0.024,0.069,False,7,11
25.0,1.2,False,15.0,1,live_5m,2.5,hold,157,32.5,20.73,1.16,-14.61,0.133,-1.39,0.089,0.18,True,7,11
25.0,1.2,False,15.0,1,live_5m,2.5,flat,175,35.4,15.07,0.84,-14.27,0.092,-1.0,0.026,0.144,False,8,11
25.0,1.2,False,15.0,1,live_5m,3.0,hold,142,30.3,30.62,1.68,-17.12,0.205,-1.49,0.034,0.408,False,7,11
25.0,1.2,False,15.0,1,live_5m,3.0,flat,161,32.3,13.23,0.77,-15.73,0.091,-1.0,-0.069,0.233,False,6,11
25.0,1.2,False,15.0,1,live_5m,3.5,hold,107,27.1,23.34,1.55,-14.96,0.216,-1.39,0.155,0.3,True,8,10
25.0,1.2,False,15.0,1,live_5m,3.5,flat,150,30.7,13.65,0.78,-13.91,0.101,-1.0,0.004,0.178,False,7,11
25.0,1.2,False,15.0,1,live_5m,4.0,hold,107,25.2,28.53,1.66,-13.72,0.258,-1.39,0.2,0.327,True,6,10
25.0,1.2,False,15.0,1,live_5m,4.0,flat,142,30.3,14.92,0.85,-15.07,0.115,-1.0,-0.002,0.21,False,8,11
25.0,1.2,False,15.0,1,live_5m,5.0,hold,55,20.0,9.91,1.1,-12.25,0.2,-1.0,0.5,-0.032,False,3,6
25.0,1.2,False,15.0,1,live_5m,5.0,flat,137,29.2,16.19,0.86,-15.07,0.13,-1.0,0.03,0.215,False,8,11
25.0,1.2,False,15.0,1,live_5m,6.0,flat,128,29.7,40.79,1.8,-15.07,0.294,-1.0,0.211,0.377,True,8,11
25.0,1.2,False,15.0,1,post_ny,2.0,hold,193,35.8,12.13,0.64,-8.84,0.07,-1.39,0.117,0.019,False,7,11
25.0,1.2,False,15.0,1,post_ny,2.0,flat,226,39.8,23.42,1.08,-9.91,0.103,-1.0,0.088,0.117,True,8,11
25.0,1.2,False,15.0,1,post_ny,2.5,hold,168,31.5,15.87,0.86,-11.51,0.101,-1.39,0.097,0.105,True,8,11
25.0,1.2,False,15.0,1,post_ny,2.5,flat,203,36.9,31.78,1.42,-9.86,0.148,-1.0,0.104,0.189,True,8,11
25.0,1.2,False,15.0,1,post_ny,3.0,hold,155,32.9,57.35,2.51,-9.67,0.31,-1.49,0.205,0.442,True,9,11
25.0,1.2,False,15.0,1,post_ny,3.0,flat,186,36.6,59.08,2.33,-9.56,0.265,-1.0,0.184,0.353,True,9,11
25.0,1.2,False,15.0,1,post_ny,3.5,hold,118,31.4,57.59,2.99,-11.5,0.408,-1.39,0.28,0.594,True,7,10
25.0,1.2,False,15.0,1,post_ny,3.5,flat,173,31.8,40.28,1.7,-10.96,0.213,-1.0,0.183,0.243,True,9,11
25.0,1.2,False,15.0,1,post_ny,4.0,hold,81,25.9,24.19,1.97,-9.74,0.291,-1.39,0.217,0.406,True,6,7
25.0,1.2,False,15.0,1,post_ny,4.0,flat,162,32.7,54.04,2.14,-9.86,0.286,-1.0,0.25,0.324,True,9,11
25.0,1.2,False,15.0,1,post_ny,5.0,flat,156,32.1,57.65,2.14,-9.86,0.316,-1.0,0.218,0.418,True,9,11
25.0,1.2,False,15.0,1,post_ny,6.0,flat,143,32.9,99.43,3.06,-9.86,0.515,-1.0,0.359,0.701,True,10,11
25.0,1.2,False,15.0,1,pre_london,2.0,hold,197,35.0,7.64,0.4,-13.92,0.048,-1.39,0.17,-0.059,False,5,10
25.0,1.2,False,15.0,1,pre_london,2.0,flat,222,37.8,9.79,0.48,-10.81,0.051,-1.0,0.108,-0.006,False,6,11
25.0,1.2,False,15.0,1,pre_london,2.5,hold,172,30.8,11.3,0.62,-10.47,0.075,-1.39,0.079,0.072,True,5,10
25.0,1.2,False,15.0,1,pre_london,2.5,flat,200,35.0,14.84,0.74,-10.77,0.081,-1.0,0.07,0.091,True,6,11
25.0,1.2,False,15.0,1,pre_london,3.0,hold,154,31.8,46.84,2.13,-9.56,0.267,-1.49,0.21,0.327,True,7,10
25.0,1.2,False,15.0,1,pre_london,3.0,flat,186,34.4,36.59,1.61,-10.46,0.182,-1.0,0.143,0.225,True,7,11
25.0,1.2,False,15.0,1,pre_london,3.5,hold,123,30.1,49.87,2.52,-9.7,0.35,-1.39,0.358,0.342,True,7,9
25.0,1.2,False,15.0,1,pre_london,3.5,flat,179,30.2,28.33,1.24,-11.37,0.156,-1.0,0.131,0.184,True,8,11
25.0,1.2,False,15.0,1,pre_london,4.0,hold,77,26.0,23.07,1.98,-8.74,0.294,-1.39,0.241,0.364,True,5,6
25.0,1.2,False,15.0,1,pre_london,4.0,flat,171,30.4,41.56,1.69,-10.77,0.222,-1.0,0.192,0.258,True,8,11
25.0,1.2,False,15.0,1,pre_london,5.0,flat,153,31.4,49.49,1.99,-10.77,0.286,-1.0,0.175,0.412,True,8,11
25.0,1.2,False,15.0,1,pre_london,6.0,flat,145,33.1,96.02,3.04,-10.77,0.496,-1.0,0.362,0.67,True,9,11
25.0,1.2,False,15.0,2,none,2.0,hold,194,36.6,17.84,0.89,-11.49,0.095,-1.39,0.184,-0.002,False,7,11
25.0,1.2,False,15.0,2,none,2.0,flat,213,39.4,21.76,1.04,-9.73,0.102,-1.0,0.155,0.044,False,7,11
25.0,1.2,False,15.0,2,none,2.5,hold,171,31.0,12.43,0.68,-11.51,0.082,-1.39,0.073,0.092,True,7,11
25.0,1.2,False,15.0,2,none,2.5,flat,193,36.3,21.39,1.06,-9.63,0.112,-1.0,0.083,0.142,True,7,11
25.0,1.2,False,15.0,2,none,3.0,hold,155,31.0,39.72,1.9,-12.4,0.233,-1.49,0.125,0.364,True,7,11
25.0,1.2,False,15.0,2,none,3.0,flat,183,34.4,28.45,1.34,-12.79,0.151,-1.0,0.091,0.216,True,6,11
25.0,1.2,False,15.0,2,none,3.5,hold,137,26.3,23.01,1.22,-14.19,0.171,-2.04,0.252,0.091,True,9,11
25.0,1.2,False,15.0,2,none,3.5,flat,166,30.7,21.67,1.09,-9.44,0.134,-1.0,0.115,0.152,True,8,11
25.0,1.2,False,15.0,2,none,4.0,hold,82,28.0,35.69,2.62,-8.74,0.398,-1.39,0.463,0.29,True,6,7
25.0,1.2,False,15.0,2,none,4.0,flat,159,30.8,28.37,1.33,-11.55,0.175,-1.0,0.195,0.154,True,7,11
25.0,1.2,False,15.0,2,none,5.0,flat,158,29.1,29.54,1.27,-10.66,0.186,-1.0,0.206,0.165,True,7,11
25.0,1.2,False,15.0,2,none,6.0,flat,148,29.7,54.48,2.0,-9.84,0.322,-1.0,0.336,0.307,True,9,11
25.0,1.2,False,15.0,2,live_5m,2.0,hold,163,35.0,5.95,0.4,-11.29,0.046,-1.39,-0.03,0.118,False,6,11
25.0,1.2,False,15.0,2,live_5m,2.0,flat,175,37.1,5.4,0.36,-12.3,0.039,-1.0,-0.038,0.105,False,6,11
25.0,1.2,False,15.0,2,live_5m,2.5,hold,149,32.9,22.05,1.35,-13.75,0.147,-1.39,-0.012,0.304,False,7,11
25.0,1.2,False,15.0,2,live_5m,2.5,flat,166,34.9,15.01,0.92,-13.19,0.096,-1.0,-0.053,0.222,False,6,11
25.0,1.2,False,15.0,2,live_5m,3.0,hold,138,30.4,30.7,1.8,-16.29,0.211,-1.49,-0.074,0.531,False,6,11
25.0,1.2,False,15.0,2,live_5m,3.0,flat,156,32.1,13.77,0.87,-21.11,0.096,-1.0,-0.148,0.311,False,4,11
25.0,1.2,False,15.0,2,live_5m,3.5,hold,108,26.9,22.11,1.52,-14.96,0.205,-1.39,0.026,0.436,False,7,10
