di_threshold,di_persist,adx_min,adx_rising,atr_ratio_min,di_slope,di_spread_min,body_ratio_min,avoid,sma_ordered,rsi_filter,target_rr,fit_trades,fit_win_rate,fit_exp_R,fit_total_R,fit_roi_pct,fit_cagr_pct,fit_max_dd_pct,fit_cagr_dd,fit_sharpe_daily,fit_pf,fit_streak,fit_h1_R,fit_h2_R,fit_worst_R,oos_trades,oos_win_rate,oos_exp_R,oos_total_R,oos_roi_pct,oos_cagr_pct,oos_max_dd_pct,oos_cagr_dd,oos_sharpe_daily,oos_pf,oos_streak,oos_h1_R,oos_h2_R,oos_worst_R,all_trades,all_win_rate,all_exp_R,all_total_R,all_roi_pct,all_cagr_pct,all_max_dd_pct,all_cagr_dd,all_sharpe_daily,all_pf,all_streak,all_h1_R,all_h2_R,all_worst_R
40.0,2,0.0,False,1.0,True,20.0,0.0,none,False,True,3.0,100,26.0,0.0351,3.5,2.0,0.87,-20.12,0.04,0.13,1.05,9,0.4302,-0.36,-1.49,39,33.3,0.3333,13.0,13.08,19.76,-6.9,2.86,1.28,1.5,5,0.8947,-0.2,-1.0,139,28.1,0.1188,16.5,15.35,4.94,-20.12,0.25,0.43,1.16,9,0.1523,0.0857,-1.49
40.0,2,0.0,False,1.0,True,20.0,0.0,none,False,True,3.5,97,17.5,-0.2164,-21.0,-20.08,-9.36,-27.81,-0.34,-0.84,0.74,14,0.1148,-0.5408,-1.49,36,30.6,0.375,13.5,13.56,20.51,-9.18,2.23,1.28,1.54,8,1.0,-0.25,-1.0,133,21.1,-0.0563,-7.5,-9.25,-3.22,-27.81,-0.12,-0.21,0.93,14,-0.0529,-0.0597,-1.49
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,2.5,138,34.1,0.192,26.5,27.89,11.39,-14.46,0.79,0.9,1.29,10,0.3188,0.0652,-1.0,54,37.0,0.286,15.4,15.78,23.97,-8.88,2.7,1.46,1.45,7,0.0164,0.5556,-1.39,192,34.9,0.2185,41.9,48.06,14.17,-14.46,0.98,1.04,1.33,10,0.2031,0.2338,-1.39
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,3.0,123,31.7,0.2683,33.0,36.15,14.49,-14.05,1.03,1.04,1.39,10,0.5738,-0.0323,-1.0,51,33.3,0.326,16.6,16.99,25.89,-7.99,3.24,1.43,1.48,7,0.1051,0.5385,-1.39,174,32.2,0.2852,49.6,59.28,17.02,-14.05,1.21,1.14,1.42,10,0.3333,0.2371,-1.39
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,3.5,126,26.2,0.1786,22.5,22.21,9.19,-14.49,0.63,0.67,1.24,10,0.3571,0.0,-1.0,48,25.0,0.1134,5.4,4.64,6.88,-10.08,0.68,0.47,1.15,8,0.1018,0.125,-1.39,174,25.9,0.1606,27.9,27.88,8.66,-14.49,0.6,0.62,1.22,10,0.2931,0.0281,-1.39
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,2.5,64,26.6,-0.0703,-4.5,-5.12,-2.28,-19.54,-0.12,-0.24,0.9,10,0.4219,-0.5625,-1.0,28,35.7,0.25,7.0,6.82,10.17,-6.36,1.6,0.86,1.39,6,0.5,0.0,-1.0,92,29.3,0.0272,2.5,1.35,0.45,-22.0,0.02,0.09,1.04,10,0.1413,-0.087,-1.0
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,3.0,62,27.4,0.0968,6.0,5.15,2.23,-18.35,0.12,0.27,1.13,10,0.6774,-0.4839,-1.0,26,26.9,0.0769,2.0,1.61,2.37,-5.91,0.4,0.26,1.11,6,0.5385,-0.3846,-1.0,88,27.3,0.0909,8.0,6.84,2.26,-20.07,0.11,0.27,1.12,10,0.3636,-0.1818,-1.0
40.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,3.5,61,23.0,0.0328,2.0,0.93,0.41,-17.16,0.02,0.09,1.04,10,0.5,-0.4194,-1.0,25,20.0,-0.1,-2.5,-2.86,-4.16,-8.65,-0.48,-0.32,0.88,9,0.125,-0.3077,-1.0,86,22.1,-0.0058,-0.5,-1.96,-0.66,-18.37,-0.04,-0.02,0.99,10,0.2558,-0.2674,-1.0
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,False,2.5,156,26.3,-0.0801,-12.5,-13.36,-6.09,-33.64,-0.18,-0.45,0.89,26,0.2115,-0.3718,-1.0,51,39.2,0.3616,18.4,19.32,29.58,-10.47,2.83,1.73,1.58,11,0.2377,0.4808,-1.39,207,29.5,0.0287,5.9,3.38,1.13,-33.64,0.03,0.15,1.04,26,-0.0146,0.0716,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,False,3.0,136,22.8,-0.0882,-12.0,-12.97,-5.91,-25.55,-0.23,-0.42,0.89,26,0.1176,-0.2941,-1.0,47,34.0,0.3498,16.4,16.85,25.66,-9.56,2.68,1.51,1.52,10,0.541,0.1667,-1.39,183,25.7,0.0243,4.4,1.69,0.57,-25.55,0.02,0.11,1.03,26,-0.0769,0.1244,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,False,3.5,129,18.6,-0.1628,-21.0,-20.52,-9.58,-31.4,-0.31,-0.71,0.8,27,-0.0859,-0.2385,-1.0,41,31.7,0.4132,16.9,17.37,26.48,-9.56,2.77,1.51,1.59,10,0.5471,0.2857,-1.39,170,21.8,-0.0239,-4.1,-6.71,-2.32,-31.4,-0.07,-0.1,0.97,27,-0.2059,0.1581,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,True,2.5,117,22.2,-0.223,-26.1,-23.92,-11.3,-32.29,-0.35,-1.02,0.71,20,0.0847,-0.5254,-1.09,40,35.0,0.2026,8.1,7.82,11.68,-10.47,1.12,0.86,1.3,11,0.1802,0.225,-1.9,157,25.5,-0.1145,-18.0,-17.97,-6.47,-32.96,-0.2,-0.51,0.85,20,-0.0139,-0.2139,-1.9
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,True,3.0,113,21.2,-0.1512,-17.1,-16.97,-7.83,-31.99,-0.24,-0.6,0.81,20,0.2128,-0.5088,-1.09,38,26.3,0.0291,1.1,0.51,0.75,-10.47,0.07,0.12,1.04,11,0.216,-0.1579,-1.9,151,22.5,-0.1058,-16.0,-16.54,-5.92,-32.12,-0.18,-0.42,0.86,20,0.0655,-0.2749,-1.9
40.0,2,0.0,False,1.2,False,0.0,0.0,none,False,True,3.5,109,15.6,-0.299,-32.6,-28.87,-13.88,-32.77,-0.42,-1.23,0.65,20,-0.0849,-0.5091,-1.09,36,25.0,0.1001,3.6,2.96,4.37,-10.47,0.42,0.37,1.13,11,0.2002,0.0,-1.9,145,17.9,-0.1999,-29.0,-26.77,-9.98,-34.42,-0.29,-0.8,0.76,20,-0.1262,-0.2725,-1.9
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,False,2.5,127,29.9,0.0472,6.0,4.48,1.94,-22.84,0.08,0.22,1.07,16,0.2778,-0.1797,-1.0,42,31.0,0.0701,2.9,2.42,3.57,-9.79,0.36,0.33,1.1,7,-0.1932,0.3333,-1.39,169,30.2,0.0529,8.9,7.01,2.31,-22.84,0.1,0.25,1.08,16,0.0833,0.0229,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,False,3.0,113,27.4,0.0973,11.0,9.66,4.13,-19.27,0.21,0.38,1.13,16,0.2857,-0.0877,-1.0,40,27.5,0.0861,3.4,2.84,4.2,-8.86,0.47,0.36,1.12,8,-0.0279,0.2,-1.39,153,27.5,0.0944,14.4,12.78,4.14,-19.27,0.22,0.37,1.13,16,0.1579,0.0317,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,False,3.5,107,22.4,0.0093,1.0,-0.85,-0.37,-19.99,-0.02,0.03,1.01,16,0.1038,-0.0833,-1.0,40,22.5,-0.0014,-0.1,-0.76,-1.11,-9.18,-0.12,-0.01,1.0,8,0.0971,-0.1,-1.39,147,22.4,0.0064,0.9,-1.6,-0.54,-19.99,-0.03,0.02,1.01,16,-0.0753,0.0871,-1.39
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,True,2.5,77,22.1,-0.2284,-17.6,-16.82,-7.76,-29.72,-0.26,-0.88,0.71,21,0.1951,-0.641,-1.09,30,33.3,0.1368,4.1,3.75,5.55,-6.79,0.82,0.52,1.2,7,-0.1264,0.4,-1.9,107,25.2,-0.126,-13.5,-13.69,-4.85,-30.47,-0.16,-0.48,0.83,21,-0.0771,-0.174,-1.9
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,True,3.0,75,21.3,-0.1478,-11.1,-11.39,-5.16,-29.03,-0.18,-0.48,0.81,21,0.295,-0.5789,-1.09,30,23.3,-0.0965,-2.9,-3.28,-4.77,-8.61,-0.55,-0.36,0.88,7,-0.2597,0.0667,-1.9,105,21.9,-0.1332,-14.0,-14.29,-5.07,-31.19,-0.16,-0.45,0.83,21,-0.0016,-0.2622,-1.9
40.0,2,0.0,False,1.2,False,0.0,0.0,none,True,True,3.5,74,17.6,-0.2106,-15.6,-15.36,-7.05,-28.34,-0.25,-0.7,0.74,21,0.0923,-0.5135,-1.09,29,17.2,-0.255,-7.4,-7.53,-10.85,-8.17,-1.33,-0.93,0.7,7,-0.4211,-0.1,-1.9,103,17.5,-0.2231,-23.0,-21.73,-7.94,-29.51,-0.27,-0.76,0.73,21,-0.1193,-0.3249,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,False,2.5,157,26.1,-0.086,-13.5,-14.22,-6.51,-33.64,-0.19,-0.48,0.88,26,0.2115,-0.3797,-1.0,51,39.2,0.3616,18.4,19.32,29.58,-10.47,2.83,1.73,1.58,11,0.2377,0.4808,-1.39,208,29.3,0.0238,4.9,2.35,0.79,-33.64,0.02,0.12,1.03,26,-0.024,0.0716,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,False,3.0,137,22.6,-0.0949,-13.0,-13.84,-6.32,-25.55,-0.25,-0.46,0.88,26,0.0588,-0.2464,-1.0,47,34.0,0.3498,16.4,16.85,25.66,-9.56,2.68,1.51,1.52,10,0.541,0.1667,-1.39,184,25.5,0.0187,3.4,0.67,0.23,-25.55,0.01,0.08,1.03,26,-0.087,0.1244,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,False,3.5,130,18.5,-0.1692,-22.0,-21.31,-9.98,-31.4,-0.32,-0.75,0.79,27,-0.1,-0.2385,-1.0,41,31.7,0.4132,16.9,17.37,26.48,-9.56,2.77,1.51,1.59,10,0.5471,0.2857,-1.39,171,21.6,-0.0296,-5.1,-7.65,-2.65,-31.4,-0.08,-0.13,0.96,27,-0.2059,0.1447,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,True,2.5,117,22.2,-0.223,-26.1,-23.92,-11.3,-31.61,-0.36,-1.03,0.71,20,0.0847,-0.5254,-1.09,40,35.0,0.2026,8.1,7.82,11.68,-10.47,1.12,0.86,1.3,11,0.1802,0.225,-1.9,157,25.5,-0.1145,-18.0,-17.97,-6.47,-32.29,-0.2,-0.51,0.85,20,-0.0139,-0.2139,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,True,3.0,113,21.2,-0.1512,-17.1,-16.97,-7.83,-31.3,-0.25,-0.61,0.81,20,0.2128,-0.5088,-1.09,38,26.3,0.0291,1.1,0.51,0.75,-10.47,0.07,0.12,1.04,11,0.216,-0.1579,-1.9,151,22.5,-0.1058,-16.0,-16.54,-5.92,-31.44,-0.19,-0.42,0.86,20,0.0655,-0.2749,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,False,True,3.5,109,15.6,-0.299,-32.6,-28.87,-13.88,-32.09,-0.43,-1.26,0.65,20,-0.0849,-0.5091,-1.09,36,25.0,0.1001,3.6,2.96,4.37,-10.47,0.42,0.37,1.13,11,0.2002,0.0,-1.9,145,17.9,-0.1999,-29.0,-26.77,-9.98,-33.76,-0.3,-0.81,0.76,20,-0.1262,-0.2725,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,False,2.5,127,29.9,0.0472,6.0,4.48,1.94,-22.84,0.08,0.22,1.07,16,0.2778,-0.1797,-1.0,42,31.0,0.0701,2.9,2.42,3.57,-9.79,0.36,0.33,1.1,7,-0.1932,0.3333,-1.39,169,30.2,0.0529,8.9,7.01,2.31,-22.84,0.1,0.25,1.08,16,0.0833,0.0229,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,False,3.0,113,27.4,0.0973,11.0,9.66,4.13,-19.27,0.21,0.38,1.13,16,0.2857,-0.0877,-1.0,40,27.5,0.0861,3.4,2.84,4.2,-8.86,0.47,0.36,1.12,8,-0.0279,0.2,-1.39,153,27.5,0.0944,14.4,12.78,4.14,-19.27,0.22,0.37,1.13,16,0.1579,0.0317,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,False,3.5,107,22.4,0.0093,1.0,-0.85,-0.37,-19.99,-0.02,0.03,1.01,16,0.1038,-0.0833,-1.0,40,22.5,-0.0014,-0.1,-0.76,-1.11,-9.18,-0.12,-0.01,1.0,8,0.0971,-0.1,-1.39,147,22.4,0.0064,0.9,-1.6,-0.54,-19.99,-0.03,0.02,1.01,16,-0.0753,0.0871,-1.39
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,True,2.5,76,22.4,-0.2182,-16.6,-15.98,-7.35,-29.01,-0.25,-0.84,0.72,21,0.1951,-0.6316,-1.09,30,33.3,0.1368,4.1,3.75,5.55,-6.79,0.82,0.52,1.2,7,-0.1264,0.4,-1.9,106,25.5,-0.1177,-12.5,-12.82,-4.53,-29.77,-0.15,-0.45,0.84,21,-0.0771,-0.1584,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,True,3.0,74,21.6,-0.1363,-10.1,-10.49,-4.74,-28.31,-0.17,-0.44,0.83,21,0.295,-0.5676,-1.09,30,23.3,-0.0965,-2.9,-3.28,-4.77,-8.61,-0.55,-0.36,0.88,7,-0.2597,0.0667,-1.9,104,22.1,-0.1248,-13.0,-13.43,-4.75,-30.5,-0.16,-0.42,0.84,21,-0.0016,-0.248,-1.9
40.0,2,0.0,False,1.2,False,20.0,0.0,none,True,True,3.5,73,17.8,-0.1998,-14.6,-14.5,-6.64,-27.61,-0.24,-0.66,0.76,21,0.1226,-0.5135,-1.09,29,17.2,-0.255,-7.4,-7.53,-10.85,-8.17,-1.33,-0.93,0.7,7,-0.4211,-0.1,-1.9,102,17.6,-0.2155,-22.0,-20.94,-7.63,-28.79,-0.26,-0.73,0.74,21,-0.1193,-0.3117,-1.9
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,False,2.5,153,26.1,-0.085,-13.0,-13.76,-6.28,-32.97,-0.19,-0.47,0.88,25,0.1974,-0.3636,-1.0,50,40.0,0.3888,19.4,20.53,31.5,-10.47,3.01,1.8,1.64,11,0.2377,0.54,-1.39,203,29.6,0.0317,6.4,3.95,1.32,-32.97,0.04,0.16,1.04,25,-0.0297,0.0926,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,False,3.0,129,23.3,-0.0698,-9.0,-10.26,-4.63,-24.8,-0.19,-0.32,0.91,25,0.125,-0.2615,-1.0,46,34.8,0.3792,17.4,18.03,27.53,-9.56,2.88,1.58,1.57,10,0.541,0.2174,-1.39,175,26.3,0.0482,8.4,5.93,1.96,-24.8,0.08,0.21,1.07,25,-0.0805,0.1755,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,False,3.5,124,18.5,-0.1653,-20.5,-20.06,-9.35,-31.0,-0.3,-0.7,0.8,26,-0.0565,-0.2742,-1.0,38,31.6,0.4064,15.4,15.7,23.86,-9.56,2.5,1.41,1.58,10,0.6286,0.1842,-1.39,162,21.6,-0.0312,-5.1,-7.5,-2.6,-31.0,-0.08,-0.13,0.96,26,-0.2222,0.1598,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,True,2.5,77,24.7,-0.1364,-10.5,-10.75,-4.87,-20.34,-0.24,-0.49,0.82,13,0.1974,-0.4615,-1.0,29,41.4,0.4483,13.0,13.37,20.2,-7.73,2.62,1.51,1.76,8,0.5,0.4,-1.0,106,29.2,0.0236,2.5,1.18,0.4,-20.34,0.02,0.09,1.03,13,0.0566,-0.0094,-1.0
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,True,3.0,75,24.0,-0.04,-3.0,-4.0,-1.77,-19.98,-0.09,-0.11,0.95,13,0.4054,-0.4737,-1.0,28,32.1,0.2857,8.0,7.8,11.64,-7.73,1.51,0.95,1.42,8,0.7143,-0.1429,-1.0,103,26.2,0.0485,5.0,3.49,1.16,-19.98,0.06,0.16,1.07,13,0.1765,-0.0769,-1.0
40.0,2,0.0,False,1.2,True,0.0,0.0,none,False,True,3.5,72,16.7,-0.25,-18.0,-17.32,-8.0,-21.59,-0.37,-0.82,0.7,13,-0.0,-0.5,-1.0,25,32.0,0.44,11.0,11.0,16.54,-7.73,2.14,1.21,1.65,8,0.875,0.0385,-1.0,97,20.6,-0.0722,-7.0,-8.23,-2.86,-21.59,-0.13,-0.22,0.91,13,-0.0625,-0.0816,-1.0
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,False,2.5,112,31.2,0.0937,10.5,9.46,4.04,-22.06,0.18,0.4,1.14,14,0.4375,-0.25,-1.0,38,31.6,0.0906,3.4,2.98,4.4,-9.3,0.47,0.41,1.13,7,0.0759,0.1053,-1.39,150,31.3,0.0929,13.9,12.72,4.12,-22.06,0.19,0.4,1.13,14,0.1667,0.0192,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,False,3.0,96,30.2,0.2083,20.0,20.18,8.39,-16.84,0.5,0.72,1.3,14,0.5833,-0.1667,-1.0,36,25.0,-0.0155,-0.6,-1.09,-1.6,-8.86,-0.18,-0.07,0.98,8,0.0801,-0.1111,-1.39,132,28.8,0.1473,19.4,18.87,6.01,-16.84,0.36,0.53,1.21,14,0.2727,0.0219,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,False,3.5,98,23.5,0.0561,5.5,3.82,1.66,-20.21,0.08,0.19,1.07,14,0.2857,-0.1735,-1.0,35,20.0,-0.1159,-4.1,-4.52,-6.56,-9.61,-0.68,-0.46,0.86,8,0.2907,-0.5,-1.39,133,22.6,0.0108,1.4,-0.87,-0.3,-20.21,-0.01,0.04,1.01,14,0.0227,-0.0009,-1.39
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,True,2.5,45,24.4,-0.1444,-6.5,-6.77,-3.03,-17.83,-0.17,-0.4,0.81,18,0.4318,-0.6957,-1.0,20,30.0,0.05,1.0,0.75,1.1,-5.85,0.19,0.16,1.07,6,0.05,0.05,-1.0,65,26.2,-0.0846,-5.5,-6.07,-2.09,-17.9,-0.12,-0.24,0.89,18,0.0937,-0.2576,-1.0
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,True,3.0,44,25.0,0.0,0.0,-0.65,-0.29,-17.43,-0.02,0.0,1.0,18,0.6364,-0.6364,-1.0,19,21.1,-0.1579,-3.0,-3.2,-4.66,-5.85,-0.8,-0.49,0.8,6,-0.1111,-0.2,-1.0,63,23.8,-0.0476,-3.0,-3.83,-1.31,-17.68,-0.07,-0.12,0.94,18,0.2903,-0.375,-1.0
40.0,2,0.0,False,1.2,True,0.0,0.0,none,True,True,3.5,43,20.9,-0.0581,-2.5,-3.16,-1.4,-17.03,-0.08,-0.14,0.93,18,0.5,-0.5909,-1.0,19,15.8,-0.2895,-5.5,-5.6,-8.1,-6.94,-1.17,-0.88,0.66,6,-0.5,-0.1,-1.0,62,19.4,-0.129,-8.0,-8.58,-2.98,-18.93,-0.16,-0.33,0.84,18,0.1613,-0.4194,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,False,2.5,154,26.0,-0.0909,-14.0,-14.62,-6.69,-32.97,-0.2,-0.51,0.88,25,0.1818,-0.3636,-1.0,50,40.0,0.3888,19.4,20.53,31.5,-10.47,3.01,1.8,1.64,11,0.2377,0.54,-1.39,204,29.4,0.0267,5.4,2.91,0.97,-32.97,0.03,0.14,1.04,25,-0.0392,0.0926,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,False,3.0,130,23.1,-0.0769,-10.0,-11.15,-5.05,-24.8,-0.2,-0.36,0.9,25,0.1077,-0.2615,-1.0,46,34.8,0.3792,17.4,18.03,27.53,-9.56,2.88,1.58,1.57,10,0.541,0.2174,-1.39,176,26.1,0.0423,7.4,4.87,1.62,-24.8,0.07,0.18,1.06,25,-0.0909,0.1755,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,False,3.5,125,18.4,-0.172,-21.5,-20.86,-9.75,-31.0,-0.31,-0.74,0.79,26,-0.129,-0.2143,-1.0,38,31.6,0.4064,15.4,15.7,23.86,-9.56,2.5,1.41,1.58,10,0.6286,0.1842,-1.39,163,21.5,-0.0372,-6.1,-8.43,-2.93,-31.0,-0.09,-0.15,0.95,26,-0.2222,0.1456,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,True,2.5,78,24.4,-0.1474,-11.5,-11.65,-5.28,-20.34,-0.26,-0.54,0.81,13,0.1667,-0.4615,-1.0,29,41.4,0.4483,13.0,13.37,20.2,-7.73,2.62,1.51,1.76,8,0.5,0.4,-1.0,107,29.0,0.014,1.5,0.16,0.06,-20.34,0.0,0.05,1.02,13,0.0566,-0.0278,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,True,3.0,76,23.7,-0.0526,-4.0,-4.96,-2.21,-19.98,-0.11,-0.16,0.93,13,0.3684,-0.4737,-1.0,28,32.1,0.2857,8.0,7.8,11.64,-7.73,1.51,0.95,1.42,8,0.7143,-0.1429,-1.0,104,26.0,0.0385,4.0,2.45,0.82,-19.98,0.04,0.13,1.05,13,0.1538,-0.0769,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,False,True,3.5,73,16.4,-0.2603,-19.0,-18.15,-8.41,-21.59,-0.39,-0.88,0.69,13,-0.0,-0.5135,-1.0,25,32.0,0.44,11.0,11.0,16.54,-7.73,2.14,1.21,1.65,8,0.875,0.0385,-1.0,98,20.4,-0.0816,-8.0,-9.14,-3.19,-21.59,-0.15,-0.26,0.9,13,-0.0816,-0.0816,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,False,2.5,112,31.2,0.0937,10.5,9.46,4.04,-22.06,0.18,0.4,1.14,14,0.4375,-0.25,-1.0,38,31.6,0.0906,3.4,2.98,4.4,-9.3,0.47,0.41,1.13,7,0.0759,0.1053,-1.39,150,31.3,0.0929,13.9,12.72,4.12,-22.06,0.19,0.4,1.13,14,0.1667,0.0192,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,False,3.0,96,30.2,0.2083,20.0,20.18,8.39,-16.84,0.5,0.72,1.3,14,0.5833,-0.1667,-1.0,36,25.0,-0.0155,-0.6,-1.09,-1.6,-8.86,-0.18,-0.07,0.98,8,0.0801,-0.1111,-1.39,132,28.8,0.1473,19.4,18.87,6.01,-16.84,0.36,0.53,1.21,14,0.2727,0.0219,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,False,3.5,98,23.5,0.0561,5.5,3.82,1.66,-20.21,0.08,0.19,1.07,14,0.2857,-0.1735,-1.0,35,20.0,-0.1159,-4.1,-4.52,-6.56,-9.61,-0.68,-0.46,0.86,8,0.2907,-0.5,-1.39,133,22.6,0.0108,1.4,-0.87,-0.3,-20.21,-0.01,0.04,1.01,14,0.0227,-0.0009,-1.39
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,True,2.5,45,24.4,-0.1444,-6.5,-6.77,-3.03,-17.83,-0.17,-0.4,0.81,18,0.4318,-0.6957,-1.0,20,30.0,0.05,1.0,0.75,1.1,-5.85,0.19,0.16,1.07,6,0.05,0.05,-1.0,65,26.2,-0.0846,-5.5,-6.07,-2.09,-17.9,-0.12,-0.24,0.89,18,0.0937,-0.2576,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,True,3.0,44,25.0,0.0,0.0,-0.65,-0.29,-17.43,-0.02,0.0,1.0,18,0.6364,-0.6364,-1.0,19,21.1,-0.1579,-3.0,-3.2,-4.66,-5.85,-0.8,-0.49,0.8,6,-0.1111,-0.2,-1.0,63,23.8,-0.0476,-3.0,-3.83,-1.31,-17.68,-0.07,-0.12,0.94,18,0.2903,-0.375,-1.0
40.0,2,0.0,False,1.2,True,20.0,0.0,none,True,True,3.5,43,20.9,-0.0581,-2.5,-3.16,-1.4,-17.03,-0.08,-0.14,0.93,18,0.5,-0.5909,-1.0,19,15.8,-0.2895,-5.5,-5.6,-8.1,-6.94,-1.17,-0.88,0.66,6,-0.5,-0.1,-1.0,62,19.4,-0.129,-8.0,-8.58,-2.98,-18.93,-0.16,-0.33,0.84,18,0.1613,-0.4194,-1.0
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,False,2.5,181,30.4,0.0635,11.5,9.61,4.11,-17.74,0.23,0.36,1.09,14,0.0889,0.0385,-1.0,73,35.6,0.2389,17.4,17.82,27.2,-10.95,2.48,1.43,1.37,9,0.2484,0.2297,-1.39,254,31.9,0.1139,28.9,29.14,9.02,-17.74,0.51,0.66,1.17,14,0.0472,0.1806,-1.39
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,False,3.0,165,26.1,0.0424,7.0,4.59,1.99,-16.35,0.12,0.2,1.06,14,0.122,-0.0361,-1.0,68,35.3,0.4063,27.6,30.13,47.15,-9.62,4.9,2.04,1.62,9,0.5184,0.2941,-1.39,233,28.8,0.1486,34.6,36.1,10.97,-16.35,0.67,0.72,1.21,14,0.0,0.296,-1.39
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,False,3.5,164,21.3,-0.0396,-6.5,-8.83,-3.97,-25.89,-0.15,-0.18,0.95,12,-0.0122,-0.0671,-1.0,63,34.9,0.5626,35.4,40.37,64.45,-9.18,7.02,2.38,1.85,8,0.5788,0.5469,-1.39,227,25.1,0.1275,28.9,27.98,8.68,-25.89,0.34,0.56,1.17,12,-0.0442,0.2977,-1.39
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,True,2.5,150,25.3,-0.1172,-17.6,-17.56,-8.12,-25.73,-0.32,-0.6,0.84,11,0.0657,-0.3,-1.49,51,31.4,0.0805,4.1,3.48,5.15,-15.32,0.34,0.42,1.11,13,0.5042,-0.3269,-1.9,201,26.9,-0.067,-13.5,-14.69,-5.22,-25.73,-0.2,-0.34,0.91,13,-0.0258,-0.1079,-1.9
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,True,3.0,143,24.5,-0.025,-3.6,-5.51,-2.46,-24.31,-0.1,-0.1,0.97,12,0.175,-0.2222,-1.49,50,28.0,0.1021,5.1,4.39,6.5,-14.9,0.44,0.47,1.14,13,0.5642,-0.36,-1.9,193,25.4,0.0079,1.5,-1.37,-0.46,-24.31,-0.02,0.04,1.01,13,0.0773,-0.0608,-1.9
40.0,2,20.0,False,0.0,False,0.0,0.0,none,False,True,3.5,139,18.7,-0.1624,-22.6,-21.89,-10.27,-31.37,-0.33,-0.71,0.8,12,0.0351,-0.3571,-1.49,49,26.5,0.1756,8.6,7.93,11.85,-14.49,0.82,0.74,1.23,13,0.6502,-0.28,-1.9,188,20.7,-0.0743,-14.0,-15.7,-5.6,-31.37,-0.18,-0.32,0.91,13,-0.0487,-0.1,-1.9
