strategy,tf,label,di,rr,persist,adx_min,adx_rising,di_slope,trades,win_rate,roi,sharpe,max_dd,pvt_threshold,pvt_consec
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,15.0,True,False,21,19.0,6.42,1.75,-5.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,0.0,False,False,56,25.0,13.54,1.74,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,20.0,True,True,48,18.8,14.16,1.74,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,15.0,True,True,61,21.3,16.4,1.73,-17.5,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,15.0,True,True,51,15.7,20.14,1.72,-14.85,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,20.0,True,False,37,18.9,11.22,1.7,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,20.0,False,False,61,21.3,16.4,1.69,-15.23,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,15.0,False,True,39,15.4,13.89,1.68,-15.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,15.0,False,True,64,25.0,15.62,1.68,-9.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,0.0,False,False,63,30.2,12.68,1.67,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,20.0,True,False,53,18.9,16.24,1.66,-10.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,2.0,0.0,False,False,64,25.0,15.62,1.64,-10.64,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,0.0,True,True,47,21.3,12.3,1.62,-9.69,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,20.0,False,False,27,18.5,7.28,1.59,-6.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,2.0,15.0,False,False,27,18.5,7.28,1.56,-8.83,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,15.0,False,False,33,21.2,8.35,1.55,-7.73,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,0.0,False,True,40,15.0,12.76,1.54,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,15.0,True,False,66,24.2,13.32,1.52,-17.46,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,15.0,False,False,38,18.4,10.11,1.52,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,15.0,True,True,53,15.1,17.75,1.5,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,0.0,True,False,63,20.6,14.08,1.48,-18.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,0.0,True,True,63,20.6,14.08,1.48,-19.15,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,15.0,True,True,48,20.8,11.18,1.46,-9.83,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,0.0,False,True,48,20.8,11.18,1.46,-10.6,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,0.0,True,False,47,14.9,14.65,1.45,-10.47,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,15.0,False,True,62,24.2,12.29,1.44,-11.45,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,0.0,True,False,58,24.1,11.28,1.43,-12.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,20.0,False,True,44,18.2,11.0,1.4,-7.91,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,20.0,True,False,44,29.5,7.54,1.4,-7.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,20.0,False,False,58,24.1,11.28,1.37,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,0.0,False,False,39,17.9,9.01,1.34,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,20.0,False,True,49,20.4,10.07,1.34,-11.62,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,20.0,True,False,48,29.2,7.48,1.32,-10.52,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,15.0,True,False,28,17.9,6.2,1.31,-9.75,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,15.0,False,True,49,20.4,10.07,1.31,-10.6,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,15.0,True,False,41,14.6,11.63,1.31,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,15.0,True,False,72,23.6,12.07,1.3,-18.29,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,20.0,False,False,56,17.9,12.79,1.3,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,20.0,False,False,48,29.2,7.48,1.29,-8.7,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,0.0,False,False,63,23.8,11.17,1.28,-11.54,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,20.0,True,False,54,20.4,11.02,1.24,-15.83,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,20.0,False,True,42,14.3,10.51,1.23,-14.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,15.0,True,False,63,14.3,16.18,1.23,-15.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,20.0,False,False,52,28.8,7.41,1.22,-9.67,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,0.0,False,False,83,28.9,12.35,1.22,-10.57,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,20.0,False,False,68,23.5,11.06,1.21,-16.12,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,0.0,False,True,59,28.8,8.37,1.2,-10.57,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,15.0,False,False,45,28.9,6.47,1.2,-6.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,20.0,True,False,55,23.6,9.17,1.18,-13.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,20.0,False,False,57,17.5,11.66,1.16,-12.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,20.0,False,True,77,23.4,11.96,1.14,-11.62,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,15.0,True,False,63,28.6,8.31,1.14,-8.81,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,0.0,True,False,23,17.4,4.3,1.13,-6.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,15.0,False,False,23,17.4,4.3,1.13,-6.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,20.0,False,False,64,23.4,10.06,1.11,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,15.0,False,True,23,17.4,4.3,1.11,-10.47,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,15.0,False,False,43,14.0,9.41,1.1,-15.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,15.0,False,True,63,28.6,8.31,1.1,-7.23,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,15.0,False,False,50,20.0,8.97,1.1,-13.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,20.0,True,True,75,17.3,14.38,1.09,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,15.0,True,True,85,20.0,15.72,1.09,-19.84,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,15.0,True,False,42,28.6,5.46,1.08,-9.62,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,15.0,False,False,29,17.2,5.14,1.07,-10.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,15.0,True,True,67,28.4,8.24,1.07,-11.41,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,15.0,False,False,43,23.3,6.24,1.07,-7.73,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,0.0,True,False,56,23.2,8.08,1.07,-13.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,15.0,True,False,36,13.9,7.6,1.06,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,15.0,False,True,109,28.4,14.16,1.06,-15.86,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,20.0,True,False,56,19.6,8.81,1.04,-11.49,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,20.0,True,True,65,13.8,13.86,1.04,-19.58,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,15.0,False,True,60,28.3,7.29,1.03,-11.47,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,20.0,True,False,29,13.8,5.82,1.01,-10.47,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,15.0,True,False,67,28.4,8.24,1.01,-7.78,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,2.0,15.0,True,False,74,23.0,9.84,1.01,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,20.0,True,True,53,17.0,8.57,0.99,-15.88,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,20.0,True,False,56,19.6,8.81,0.99,-15.83,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,0.0,True,True,41,17.1,6.84,0.98,-8.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,20.0,True,True,74,23.0,9.84,0.97,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,0.0,True,False,66,22.7,7.87,0.95,-18.29,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,20.0,False,False,71,16.9,11.21,0.94,-14.85,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,20.0,False,True,57,19.3,7.72,0.94,-13.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,20.0,False,False,48,22.9,6.14,0.93,-10.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,15.0,False,True,68,27.9,7.16,0.92,-12.3,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,20.0,False,False,115,22.6,13.34,0.88,-23.15,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,20.0,False,True,74,13.5,13.47,0.88,-19.84,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,0.0,False,False,52,13.5,9.03,0.88,-11.36,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,15.0,True,True,61,27.9,6.21,0.86,-9.83,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,15.0,True,True,62,22.6,6.89,0.85,-12.68,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,20.0,True,False,44,22.7,5.18,0.85,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,15.0,False,False,52,19.2,6.8,0.85,-11.49,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,0.0,False,False,24,16.7,3.26,0.84,-7.73,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,0.0,True,False,65,27.7,6.15,0.83,-11.47,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,20.0,False,True,89,22.5,9.52,0.82,-15.79,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,15.0,False,False,42,16.7,5.77,0.82,-14.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,20.0,False,False,60,13.3,9.75,0.81,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,0.0,False,False,40,22.5,4.23,0.8,-8.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,0.0,False,False,42,19.0,4.98,0.79,-8.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,15.0,False,False,30,13.3,4.76,0.79,-11.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,15.0,True,False,58,22.4,5.93,0.79,-11.8,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,0.0,False,False,47,27.7,4.35,0.79,-7.73,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,20.0,True,True,79,19.0,9.27,0.77,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,15.0,False,False,63,19.0,7.56,0.75,-19.15,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,20.0,False,False,90,22.2,8.43,0.73,-18.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,0.0,True,False,53,18.9,5.73,0.73,-11.49,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,15.0,True,True,73,16.4,9.0,0.71,-21.91,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,15.0,True,True,73,27.4,6.03,0.71,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,2.0,0.0,True,False,72,22.2,6.69,0.71,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,0.0,False,False,49,16.3,5.56,0.7,-12.78,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,0.0,False,True,37,18.9,4.08,0.7,-13.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,15.0,False,True,63,22.2,5.83,0.69,-10.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,15.0,True,True,99,22.2,9.31,0.67,-20.64,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,20.0,True,True,43,16.3,4.71,0.66,-10.47,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,15.0,True,True,43,16.3,4.71,0.66,-8.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,20.0,True,True,62,16.1,6.19,0.64,-15.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,15.0,False,False,37,16.2,3.88,0.64,-12.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,20.0,True,False,39,12.8,4.4,0.62,-13.42,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,20.0,False,True,56,16.1,5.34,0.62,-15.71,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,15.0,True,False,31,12.9,3.72,0.62,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,20.0,True,False,59,22.0,4.87,0.61,-13.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,15.0,True,True,59,22.0,4.87,0.61,-13.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,20.0,True,True,54,18.5,4.67,0.61,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,20.0,False,False,59,18.6,5.58,0.6,-21.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,15.0,False,False,81,27.2,5.9,0.6,-10.57,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,15.0,True,True,96,27.1,6.72,0.6,-14.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,15.0,True,False,54,18.5,4.67,0.59,-11.49,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,15.0,False,True,70,18.6,6.33,0.59,-20.75,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,20.0,False,False,73,21.9,5.62,0.58,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,20.0,True,True,73,21.9,5.62,0.58,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,15.0,True,False,41,22.0,3.19,0.58,-10.47,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,15.0,False,False,82,22.0,6.48,0.57,-19.84,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,15.0,True,False,73,21.9,5.62,0.57,-19.11,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,20.0,True,True,89,27.0,5.77,0.57,-10.47,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,15.0,True,False,73,21.9,5.62,0.57,-18.29,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,20.0,False,True,81,18.5,7.09,0.56,-23.11,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,0.0,False,True,47,12.8,5.1,0.56,-24.53,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,15.0,False,True,78,26.9,4.9,0.56,-10.52,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,0.0,False,False,50,16.0,4.5,0.56,-12.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,15.0,False,False,50,16.0,4.5,0.56,-12.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,0.0,False,False,54,18.5,4.67,0.55,-15.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,20.0,True,True,67,26.9,4.04,0.54,-8.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,20.0,False,True,49,18.4,3.78,0.53,-9.69,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,20.0,False,False,60,18.3,4.52,0.53,-13.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,0.0,True,True,71,12.7,7.2,0.52,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,15.0,False,True,60,21.7,3.82,0.52,-11.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,0.0,False,False,78,26.9,4.9,0.51,-14.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,20.0,False,False,44,15.9,3.67,0.51,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,20.0,True,False,60,21.7,3.82,0.51,-14.41,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,0.0,False,False,74,21.6,4.56,0.48,-11.54,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,20.0,False,True,130,21.5,7.58,0.46,-15.71,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,20.0,False,True,65,21.5,3.72,0.45,-12.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,15.0,False,False,32,12.5,2.68,0.45,-12.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,0.0,True,False,45,26.7,2.33,0.45,-10.52,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,20.0,False,True,55,18.2,3.63,0.45,-15.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,20.0,False,False,116,18.1,7.23,0.44,-20.99,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,0.0,False,False,32,12.5,2.68,0.43,-13.13,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,20.0,False,False,117,26.5,5.34,0.42,-20.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,2.0,20.0,True,False,51,15.7,3.46,0.42,-15.71,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,20.0,False,True,68,26.5,3.0,0.39,-7.73,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,20.0,False,True,72,26.4,2.94,0.38,-8.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,0.0,False,True,56,21.4,2.88,0.38,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,20.0,False,True,61,21.3,2.78,0.37,-11.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,0.0,True,False,72,26.4,2.94,0.37,-11.52,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,15.0,False,True,91,26.4,3.67,0.37,-22.31,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,15.0,True,False,67,17.9,3.33,0.36,-22.33,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,20.0,True,True,61,21.3,2.78,0.36,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,0.0,False,False,39,17.9,2.01,0.34,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,15.0,True,False,80,21.2,3.42,0.34,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,0.0,False,False,56,17.9,2.59,0.33,-13.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,20.0,True,False,66,21.2,2.68,0.32,-15.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,20.0,False,False,56,17.9,2.59,0.31,-20.64,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,20.0,True,True,85,21.2,3.31,0.31,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,20.0,True,True,41,12.2,2.33,0.31,-13.99,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,15.0,False,False,41,12.2,2.33,0.3,-11.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,0.0,False,False,39,15.4,1.81,0.29,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,15.0,False,False,26,15.4,1.2,0.29,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,0.0,False,True,65,26.2,2.03,0.28,-9.08,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,0.0,False,False,33,12.1,1.65,0.27,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,0.0,True,False,33,12.1,1.65,0.27,-13.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,20.0,True,False,62,17.7,2.44,0.27,-18.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,0.0,False,True,57,21.1,1.86,0.26,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,20.0,False,False,68,17.6,2.29,0.24,-19.5,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,15.0,True,False,73,26.0,1.91,0.24,-10.63,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,15.0,False,False,81,21.0,2.38,0.23,-10.73,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,0.0,True,True,62,21.0,1.76,0.23,-12.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,15.0,False,False,57,17.5,1.57,0.2,-13.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,20.0,False,True,112,25.9,2.33,0.2,-19.46,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,20.0,True,False,67,20.9,1.66,0.19,-16.63,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,15.0,True,True,134,20.9,3.34,0.19,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,15.0,False,False,57,17.5,1.57,0.18,-20.64,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,15.0,True,True,143,25.9,2.87,0.18,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,20.0,False,True,80,17.5,1.99,0.17,-21.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,20.0,True,False,53,15.1,1.4,0.17,-15.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,0.0,False,True,62,25.8,1.07,0.16,-12.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,15.0,False,True,42,11.9,1.3,0.16,-21.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,20.0,True,False,63,17.5,1.42,0.15,-19.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,0.0,True,True,126,17.5,2.85,0.15,-24.75,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,0.0,True,True,66,25.8,1.01,0.14,-12.3,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,20.0,True,True,66,25.8,1.01,0.14,-9.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,20.0,True,True,69,17.4,1.27,0.13,-13.13,,
